codigo_municipio,exercicio_orcamento,codigo_orgao,codigo_unidade,codigo_elemento_despesa,nome_elemento_despesa,valor_total_fixado
048,201400,01,01  ,31900300,Pensoes do RPPS e do Militar,98000
048,201400,01,01  ,31900400,Contratacao por Tempo Determinado,1000
048,201400,01,01  ,31901100,Vencimentos e Vant. Fixas Pessoal Civil,2320000
048,201400,01,01  ,31901300,Obrigacoes Patronais,450000
048,201400,01,01  ,31909200,Despesas de Exercicios Anteriores,1000
048,201400,01,01  ,31909400,Indenizacoes e Restituicoes Trabalhistas,1000
048,201400,01,01  ,33901400,Diarias - Civil,10000
048,201400,01,01  ,33903000,Material de Consumo,20000
048,201400,01,01  ,33903300,Passagens e Despesas com Locomocao,10000
048,201400,01,01  ,33903500,Servicos de Consultoria,10000
048,201400,01,01  ,33903600,Outros Serv. de Terceiros Pessoa Fisica,280000
048,201400,01,01  ,33903900,Outros Serv. de Terc. Pessoa Juridica,410000
048,201400,01,01  ,33909200,Despesas de Exercicios Anteriores,1000
048,201400,01,01  ,44905100,Obras e Instalacoes,30000
048,201400,01,01  ,44905200,Equipamentos e Material Permanente,10000
048,201400,01,01  ,46907100,Principal da Divida Contratual Resgatado,1000
048,201400,02,02  ,31900400,Contratacao por Tempo Determinado,5000
048,201400,02,02  ,31901100,Vencimentos e Vant. Fixas Pessoal Civil,400000
048,201400,02,02  ,31901300,Obrigacoes Patronais,60000
048,201400,02,02  ,31909200,Despesas de Exercicios Anteriores,5000
048,201400,02,02  ,33504100,Contribuicoes,1000
048,201400,02,02  ,33901400,Diarias - Civil,50000
048,201400,02,02  ,33903000,Material de Consumo,160000
048,201400,02,02  ,33903600,Outros Serv. de Terceiros Pessoa Fisica,120000
048,201400,02,02  ,33903900,Outros Serv. de Terc. Pessoa Juridica,837000
048,201400,02,02  ,33909200,Despesas de Exercicios Anteriores,100000
048,201400,02,02  ,44905100,Obras e Instalacoes,100000
048,201400,02,02  ,44905200,Equipamentos e Material Permanente,50000
048,201400,04,04  ,31901100,Vencimentos e Vant. Fixas Pessoal Civil,530000
048,201400,04,04  ,31901300,Obrigacoes Patronais,40000
048,201400,04,04  ,31909100,Sentencas Judiciais,200000
048,201400,04,04  ,31909200,Despesas de Exercicios Anteriores,1000
048,201400,04,04  ,31909400,Indenizacoes e Restituicoes Trabalhistas,1000
048,201400,04,04  ,33901400,Diarias - Civil,25000
048,201400,04,04  ,33903000,Material de Consumo,25000
048,201400,04,04  ,33903600,Outros Serv. de Terceiros Pessoa Fisica,25000
