codigo_municipio,exercicio_orcamento,codigo_orgao,codigo_unidade,codigo_elemento_despesa,nome_elemento_despesa,valor_total_fixado
048,201800,01,01  ,31900300,Pensoes,121216.08
048,201800,01,01  ,31900400,Contratacao por Tempo Determinado,5000.0
048,201800,01,01  ,31901100,Vencimentos e Vantagens Fixas - Pessoal Civil,2594500.0
048,201800,01,01  ,31901300,Obrigacoes Patronais,720000.0
048,201800,01,01  ,31909200,Despesas de Exercicios Anteriores,5000.0
048,201800,01,01  ,31909400,Indenizacoes Restituicoes Trabalhistas,3000.0
048,201800,01,01  ,33901400,Diarias - Pessoal Civil,30000.0
048,201800,01,01  ,33903000,Material de Consumo,30000.0
048,201800,01,01  ,33903300,Passagens e Despesas com Locomocao,15000.0
048,201800,01,01  ,33903500,Servicos de Consultoria,10000.0
048,201800,01,01  ,33903600,Outros Servicos de Terceiros - Pessoa Fisica,100000.0
048,201800,01,01  ,33903900,Outros Servicos de Terceiros - Pessoa Juridica,450000.0
048,201800,01,01  ,33909200,Despesas de Exercicios Anteriores,2500.0
048,201800,01,01  ,44905100,Obras e Instalacoes,50000.0
048,201800,01,01  ,44905200,Equipamentos e Material Permanente,150000.0
048,201800,01,01  ,46907100,Principal da Divida Contratual Resgatado,1000.0
048,201800,02,02  ,31900400,Contratacao por Tempo Determinado,5000.0
048,201800,02,02  ,31901100,Vencimentos e Vantagens Fixas - Pessoal Civil,867390.18
048,201800,02,02  ,31901300,Obrigacoes Patronais,225667.05
048,201800,02,02  ,31909100,Sentencas Judiciais,50000.0
048,201800,02,02  ,31909200,Despesas de Exercicios Anteriores,10000.0
048,201800,02,02  ,33504100,Contribuicoes,25000.0
048,201800,02,02  ,33901400,Diarias - Pessoal Civil,30000.0
048,201800,02,02  ,33903000,Material de Consumo,25000.0
048,201800,02,02  ,33903600,Outros Servicos de Terceiros - Pessoa Fisica,60000.0
048,201800,02,02  ,33903900,Outros Servicos de Terceiros - Pessoa Juridica,110000.0
048,201800,02,02  ,33909100,Sentencas Judiciais,40000.0
048,201800,02,02  ,33909200,Despesas de Exercicios Anteriores,20000.0
048,201800,02,02  ,33909300,Indenizacoes e Restituicoes,10000.0
048,201800,02,02  ,33909400,Indenizacoes e Restituicoes Trabalhistas,10000.0
048,201800,02,02  ,44905200,Equipamentos e Material Permanente,30000.0
048,201800,04,04  ,31901100,Vencimentos e Vantagens Fixas - Pessoal Civil,415000.0
048,201800,04,04  ,31901300,Obrigacoes Patronais,124500.0
048,201800,04,04  ,31909100,Sentencas Judiciais,50000.0
048,201800,04,04  ,31909200,Despesas de Exercicios Anteriores,5000.0
048,201800,04,04  ,31909400,Indenizacoes Restituicoes Trabalhistas,5000.0
048,201800,04,04  ,33901400,Diarias - Pessoal Civil,10000.0
048,201800,04,04  ,33903000,Material de Consumo,15000.0
048,201800,04,04  ,33903600,Outros Servicos de Terceiros - Pessoa Fisica,20000.0
048,201800,04,04  ,33903900,Outros Servicos de Terceiros - Pessoa Juridica,60000.0
048,201800,04,04  ,33909100,Sentencas Judiciais,40000.0
048,201800,04,04  ,33909200,Despesas de Exercicios Anteriores,20000.0
048,201800,04,04  ,33909300,Indenizacoes e Restituicoes,10000.0
048,201800,04,04  ,33909400,Indenizacoes e Restituicoes Trabalhistas,10000.0
048,201800,04,04  ,44905200,Equipamentos e Material Permanente,10000.0
048,201800,07,07  ,31900400,Contratacao por Tempo Determinado,669500.0
048,201800,07,07  ,31901100,Vencimentos e Vantagens Fixas - Pessoal Civil,1149000.0
048,201800,07,07  ,31901300,Obrigacoes Patronais,539550.0
048,201800,07,07  ,31909100,Sentencas Judiciais,30000.0
048,201800,07,07  ,31909200,Despesas de Exercicios Anteriores,5000.0
048,201800,07,07  ,31909400,Indenizacoes Restituicoes Trabalhistas,10000.0
048,201800,07,07  ,31909600,Ressarcimento de Despesas de Pessoal Requisitado,10000.0
048,201800,07,07  ,33901400,Diarias - Pessoal Civil,121000.0
048,201800,07,07  ,33903000,Material de Consumo,1262500.0
048,201800,07,07  ,33903200,Material  Bem ou Servico para Distribuicao Gratuita,151000.0
048,201800,07,07  ,33903300,Passagens e Despesas com Locomocao,18000.0
048,201800,07,07  ,33903400,Outras Despesas Pessoal Dec. Contrat. Terc.,10000.0
048,201800,07,07  ,33903500,Servicos de Consultoria,10000.0
048,201800,07,07  ,33903600,Outros Servicos de Terceiros - Pessoa Fisica,1072000.0
048,201800,07,07  ,33903900,Outros Servicos de Terceiros - Pessoa Juridica,707379.47
048,201800,07,07  ,33904700,Obrigacoes Tributarias e Contributivas,20000.0
048,201800,07,07  ,33904800,Outros Auxilios Financeiros a Pessoas Fisicas,5000.0
048,201800,07,07  ,33909100,Sentencas Judiciais,15000.0
048,201800,07,07  ,33909200,Despesas de Exercicios Anteriores,155500.0
048,201800,07,07  ,33909300,Indenizacoes e Restituicoes,5000.0
048,201800,07,07  ,33909400,Indenizacoes e Restituicoes Trabalhistas,5000.0
048,201800,07,07  ,44905100,Obras e Instalacoes,1540000.0
048,201800,07,07  ,44905200,Equipamentos e Material Permanente,991000.0
048,201800,07,07  ,44906100,Aquisicao de Imoveis,15000.0
048,201800,08,08  ,31900400,Contratacao por Tempo Determinado,50000.0
048,201800,08,08  ,31901100,Vencimentos e Vantagens Fixas - Pessoal Civil,950000.0
048,201800,08,08  ,31901300,Obrigacoes Patronais,265000.0
048,201800,08,08  ,31909100,Sentencas Judiciais,50000.0
048,201800,08,08  ,31909200,Despesas de Exercicios Anteriores,30000.0
048,201800,08,08  ,33901400,Diarias - Pessoal Civil,60000.0
048,201800,08,08  ,33903000,Material de Consumo,750000.0
048,201800,08,08  ,33903100,Premiacoes Culturais  Artisticas  Cientificas  Desportivas e Outras,20000.0
048,201800,08,08  ,33903200,Material  Bem ou Servico para Distribuicao Gratuita,500000.0
048,201800,08,08  ,33903600,Outros Servicos de Terceiros - Pessoa Fisica,305000.0
048,201800,08,08  ,33903900,Outros Servicos de Terceiros - Pessoa Juridica,4985739.75
048,201800,08,08  ,33909100,Sentencas Judiciais,40000.0
048,201800,08,08  ,33909200,Despesas de Exercicios Anteriores,100000.0
048,201800,08,08  ,33909300,Indenizacoes e Restituicoes,10000.0
048,201800,08,08  ,33909400,Indenizacoes e Restituicoes Trabalhistas,10000.0
048,201800,08,08  ,44905100,Obras e Instalacoes,1570000.0
048,201800,08,08  ,44905200,Equipamentos e Material Permanente,311000.0
048,201800,08,08  ,44906100,Aquisicao de Imoveis,40000.0
048,201800,09,09  ,31900400,Contratacao por Tempo Determinado,520000.0
048,201800,09,09  ,31901100,Vencimentos e Vantagens Fixas - Pessoal Civil,8842341.93
048,201800,09,09  ,31901300,Obrigacoes Patronais,2761007.82
048,201800,09,09  ,31909100,Sentencas Judiciais,60000.0
048,201800,09,09  ,31909200,Despesas de Exercicios Anteriores,5000.0
048,201800,09,09  ,31909600,Ressarcimento de Despesas de Pessoal Requisitado,5000.0
048,201800,09,09  ,33504100,Contribuicoes,20876520.0
048,201800,09,09  ,33717000,Rateio pela Participacao em Consorcios Publicos,816687.72
048,201800,09,09  ,33901400,Diarias - Pessoal Civil,85000.0
048,201800,09,09  ,33903000,Material de Consumo,512000.0
048,201800,09,09  ,33903200,Material  Bem ou Servico para Distribuicao Gratuita,10000.0
048,201800,09,09  ,33903600,Outros Servicos de Terceiros - Pessoa Fisica,410000.0
048,201800,09,09  ,33903900,Outros Servicos de Terceiros - Pessoa Juridica,9034000.0
048,201800,09,09  ,33904800,Outros Auxilios Financeiros a Pessoas Fisicas,160000.0
048,201800,09,09  ,33909100,Sentencas Judiciais,20000.0
048,201800,09,09  ,33909200,Despesas de Exercicios Anteriores,945000.0
048,201800,09,09  ,33909300,Indenizacoes e Restituicoes,5000.0
048,201800,09,09  ,33909400,Indenizacoes e Restituicoes Trabalhistas,5000.0
048,201800,09,09  ,44905100,Obras e Instalacoes,2500000.0
048,201800,09,09  ,44905200,Equipamentos e Material Permanente,491000.0
048,201800,10,10  ,31901100,Vencimentos e Vantagens Fixas - Pessoal Civil,3350000.0
048,201800,10,10  ,31901300,Obrigacoes Patronais,1015000.0
048,201800,10,10  ,31909100,Sentencas Judiciais,50000.0
048,201800,10,10  ,31909200,Despesas de Exercicios Anteriores,20000.0
048,201800,10,10  ,31909600,Ressarcimento de Despesas de Pessoal Requisitado,10000.0
048,201800,10,10  ,33901400,Diarias - Pessoal Civil,18000.0
048,201800,10,10  ,33901900,Auxilio-Fardamento,20000.0
048,201800,10,10  ,33903000,Material de Consumo,1080000.0
048,201800,10,10  ,33903600,Outros Servicos de Terceiros - Pessoa Fisica,140000.0
048,201800,10,10  ,33903900,Outros Servicos de Terceiros - Pessoa Juridica,6960000.0
048,201800,10,10  ,33909100,Sentencas Judiciais,40000.0
048,201800,10,10  ,33909200,Despesas de Exercicios Anteriores,156000.0
048,201800,10,10  ,33909300,Indenizacoes e Restituicoes,10000.0
048,201800,10,10  ,33909400,Indenizacoes e Restituicoes Trabalhistas,10000.0
048,201800,10,10  ,44905100,Obras e Instalacoes,8010000.0
048,201800,10,10  ,44905200,Equipamentos e Material Permanente,999000.0
048,201800,11,11  ,31901100,Vencimentos e Vantagens Fixas - Pessoal Civil,430000.0
048,201800,11,11  ,31901300,Obrigacoes Patronais,129000.0
048,201800,11,11  ,31909100,Sentencas Judiciais,50000.0
048,201800,11,11  ,31909200,Despesas de Exercicios Anteriores,1000.0
048,201800,11,11  ,33901400,Diarias - Pessoal Civil,5000.0
048,201800,11,11  ,33903000,Material de Consumo,50000.0
048,201800,11,11  ,33903600,Outros Servicos de Terceiros - Pessoa Fisica,50000.0
048,201800,11,11  ,33903900,Outros Servicos de Terceiros - Pessoa Juridica,469200.0
048,201800,11,11  ,33909100,Sentencas Judiciais,40000.0
048,201800,11,11  ,33909200,Despesas de Exercicios Anteriores,10000.0
048,201800,11,11  ,33909300,Indenizacoes e Restituicoes,10000.0
048,201800,11,11  ,33909400,Indenizacoes e Restituicoes Trabalhistas,10000.0
048,201800,11,11  ,44905100,Obras e Instalacoes,190000.0
048,201800,11,11  ,44905200,Equipamentos e Material Permanente,160000.0
048,201800,15,15  ,31900400,Contratacao por Tempo Determinado,400000.0
048,201800,15,15  ,31901100,Vencimentos e Vantagens Fixas - Pessoal Civil,29360000.0
048,201800,15,15  ,31901300,Obrigacoes Patronais,8948000.0
048,201800,15,15  ,31909100,Sentencas Judiciais,200000.0
048,201800,15,15  ,31909200,Despesas de Exercicios Anteriores,55000.0
048,201800,15,15  ,31909400,Indenizacoes Restituicoes Trabalhistas,50000.0
048,201800,15,15  ,33901400,Diarias - Pessoal Civil,10000.0
048,201800,15,15  ,33903000,Material de Consumo,100000.0
048,201800,15,15  ,33903600,Outros Servicos de Terceiros - Pessoa Fisica,200000.0
048,201800,15,15  ,33903900,Outros Servicos de Terceiros - Pessoa Juridica,2900000.0
048,201800,15,15  ,33904700,Obrigacoes Tributarias e Contributivas,50000.0
048,201800,15,15  ,33909100,Sentencas Judiciais,160000.0
048,201800,15,15  ,33909200,Despesas de Exercicios Anteriores,200000.0
048,201800,15,15  ,33909300,Indenizacoes e Restituicoes,40000.0
048,201800,15,15  ,33909400,Indenizacoes e Restituicoes Trabalhistas,40000.0
048,201800,15,15  ,44905100,Obras e Instalacoes,600000.0
048,201800,15,15  ,44905200,Equipamentos e Material Permanente,100000.0
048,201800,16,16  ,31901100,Vencimentos e Vantagens Fixas - Pessoal Civil,60000.0
048,201800,16,16  ,31901300,Obrigacoes Patronais,18000.0
048,201800,16,16  ,31909100,Sentencas Judiciais,50000.0
048,201800,16,16  ,33901400,Diarias - Pessoal Civil,5000.0
048,201800,16,16  ,33903000,Material de Consumo,25000.0
048,201800,16,16  ,33903600,Outros Servicos de Terceiros - Pessoa Fisica,35000.0
048,201800,16,16  ,33903900,Outros Servicos de Terceiros - Pessoa Juridica,55000.0
048,201800,16,16  ,33909100,Sentencas Judiciais,40000.0
048,201800,16,16  ,33909200,Despesas de Exercicios Anteriores,10000.0
048,201800,16,16  ,33909300,Indenizacoes e Restituicoes,10000.0
048,201800,16,16  ,33909400,Indenizacoes e Restituicoes Trabalhistas,10000.0
048,201800,16,16  ,44905200,Equipamentos e Material Permanente,5000.0
048,201800,20,20  ,31901100,Vencimentos e Vantagens Fixas - Pessoal Civil,450000.0
048,201800,20,20  ,31901300,Obrigacoes Patronais,135000.0
048,201800,20,20  ,31909100,Sentencas Judiciais,50000.0
048,201800,20,20  ,33901400,Diarias - Pessoal Civil,5000.0
048,201800,20,20  ,33903000,Material de Consumo,40000.0
048,201800,20,20  ,33903600,Outros Servicos de Terceiros - Pessoa Fisica,50000.0
048,201800,20,20  ,33903900,Outros Servicos de Terceiros - Pessoa Juridica,360000.0
048,201800,20,20  ,33909100,Sentencas Judiciais,40000.0
048,201800,20,20  ,33909200,Despesas de Exercicios Anteriores,10000.0
048,201800,20,20  ,33909300,Indenizacoes e Restituicoes,10000.0
048,201800,20,20  ,33909400,Indenizacoes e Restituicoes Trabalhistas,10000.0
048,201800,20,20  ,44905200,Equipamentos e Material Permanente,40000.0
048,201800,21,21  ,33504100,Contribuicoes,60000.0
048,201800,21,21  ,33504300,Subvencoes Sociais,60000.0
048,201800,21,21  ,33903000,Material de Consumo,15000.0
048,201800,21,21  ,33903600,Outros Servicos de Terceiros - Pessoa Fisica,15000.0
048,201800,21,21  ,33903900,Outros Servicos de Terceiros - Pessoa Juridica,15000.0
048,201800,21,21  ,44304200,Auxilios,200000.0
048,201800,21,21  ,44504200,Auxilios,60000.0
048,201800,21,21  ,44905200,Equipamentos e Material Permanente,10000.0
048,201800,22,22  ,31900400,Contratacao por Tempo Determinado,10000.0
048,201800,22,22  ,31901100,Vencimentos e Vantagens Fixas - Pessoal Civil,2000.0
048,201800,22,22  ,31901300,Obrigacoes Patronais,3600.0
048,201800,22,22  ,33903000,Material de Consumo,15000.0
048,201800,22,22  ,33903600,Outros Servicos de Terceiros - Pessoa Fisica,15000.0
048,201800,22,22  ,33903900,Outros Servicos de Terceiros - Pessoa Juridica,15000.0
048,201800,22,22  ,33909200,Despesas de Exercicios Anteriores,1000.0
048,201800,22,22  ,44905200,Equipamentos e Material Permanente,5000.0
048,201800,23,23  ,31900400,Contratacao por Tempo Determinado,39000.0
048,201800,23,23  ,31901100,Vencimentos e Vantagens Fixas - Pessoal Civil,502000.0
048,201800,23,23  ,31901300,Obrigacoes Patronais,162300.0
048,201800,23,23  ,31909100,Sentencas Judiciais,80000.0
048,201800,23,23  ,33901400,Diarias - Pessoal Civil,30000.0
048,201800,23,23  ,33903000,Material de Consumo,60000.0
048,201800,23,23  ,33903200,Material  Bem ou Servico para Distribuicao Gratuita,30000.0
048,201800,23,23  ,33903600,Outros Servicos de Terceiros - Pessoa Fisica,270000.0
048,201800,23,23  ,33903900,Outros Servicos de Terceiros - Pessoa Juridica,460000.0
048,201800,23,23  ,33904800,Outros Auxilios Financeiros a Pessoas Fisicas,20000.0
048,201800,23,23  ,33909100,Sentencas Judiciais,20000.0
048,201800,23,23  ,33909200,Despesas de Exercicios Anteriores,15000.0
048,201800,23,23  ,33909300,Indenizacoes e Restituicoes,5000.0
048,201800,23,23  ,44905100,Obras e Instalacoes,400000.0
048,201800,23,23  ,44905200,Equipamentos e Material Permanente,20000.0
048,201800,23,23  ,44906100,Aquisicao de Imoveis,10000.0
048,201800,24,24  ,31900400,Contratacao por Tempo Determinado,10000.0
048,201800,24,24  ,31901100,Vencimentos e Vantagens Fixas - Pessoal Civil,42000.0
048,201800,24,24  ,31901300,Obrigacoes Patronais,15600.0
048,201800,24,24  ,33903000,Material de Consumo,80000.0
048,201800,24,24  ,33903600,Outros Servicos de Terceiros - Pessoa Fisica,45000.0
048,201800,24,24  ,33903900,Outros Servicos de Terceiros - Pessoa Juridica,35000.0
048,201800,24,24  ,33909200,Despesas de Exercicios Anteriores,2000.0
048,201800,24,24  ,44905200,Equipamentos e Material Permanente,35000.0
048,201800,26,26  ,31901100,Vencimentos e Vantagens Fixas - Pessoal Civil,220000.0
048,201800,26,26  ,31901300,Obrigacoes Patronais,66000.0
048,201800,26,26  ,31909100,Sentencas Judiciais,50000.0
048,201800,26,26  ,33901400,Diarias - Pessoal Civil,5000.0
048,201800,26,26  ,33903000,Material de Consumo,25000.0
048,201800,26,26  ,33903100,Premiacoes Culturais  Artisticas  Cientificas  Desportivas e Outras,20000.0
048,201800,26,26  ,33903600,Outros Servicos de Terceiros - Pessoa Fisica,25000.0
048,201800,26,26  ,33903900,Outros Servicos de Terceiros - Pessoa Juridica,90000.0
048,201800,26,26  ,33909100,Sentencas Judiciais,40000.0
048,201800,26,26  ,33909200,Despesas de Exercicios Anteriores,10000.0
048,201800,26,26  ,33909300,Indenizacoes e Restituicoes,10000.0
048,201800,26,26  ,33909400,Indenizacoes e Restituicoes Trabalhistas,10000.0
048,201800,26,26  ,44905200,Equipamentos e Material Permanente,70000.0
048,201800,27,27  ,33903000,Material de Consumo,20000.0
048,201800,27,27  ,33903200,Material  Bem ou Servico para Distribuicao Gratuita,20000.0
048,201800,27,27  ,33903600,Outros Servicos de Terceiros - Pessoa Fisica,25000.0
048,201800,27,27  ,33903900,Outros Servicos de Terceiros - Pessoa Juridica,30000.0
048,201800,27,27  ,44905200,Equipamentos e Material Permanente,30000.0
048,201800,28,28  ,31900400,Contratacao por Tempo Determinado,129000.0
048,201800,28,28  ,31901100,Vencimentos e Vantagens Fixas - Pessoal Civil,1412000.0
048,201800,28,28  ,31901300,Obrigacoes Patronais,412300.0
048,201800,28,28  ,31909100,Sentencas Judiciais,50000.0
048,201800,28,28  ,31909200,Despesas de Exercicios Anteriores,15000.0
048,201800,28,28  ,31909400,Indenizacoes Restituicoes Trabalhistas,15000.0
048,201800,28,28  ,31909600,Ressarcimento de Despesas de Pessoal Requisitado,15000.0
048,201800,28,28  ,33901400,Diarias - Pessoal Civil,30000.0
048,201800,28,28  ,33903000,Material de Consumo,90000.0
048,201800,28,28  ,33903200,Material  Bem ou Servico para Distribuicao Gratuita,50000.0
048,201800,28,28  ,33903300,Passagens e Despesas com Locomocao,15000.0
048,201800,28,28  ,33903400,Outras Despesas Pessoal Dec. Contrat. Terc.,15000.0
048,201800,28,28  ,33903500,Servicos de Consultoria,15000.0
048,201800,28,28  ,33903600,Outros Servicos de Terceiros - Pessoa Fisica,80000.0
048,201800,28,28  ,33903900,Outros Servicos de Terceiros - Pessoa Juridica,310000.0
048,201800,28,28  ,33904700,Obrigacoes Tributarias e Contributivas,60000.0
048,201800,28,28  ,33904800,Outros Auxilios Financeiros a Pessoas Fisicas,10000.0
048,201800,28,28  ,33909100,Sentencas Judiciais,40000.0
048,201800,28,28  ,33909200,Despesas de Exercicios Anteriores,25000.0
048,201800,28,28  ,33909300,Indenizacoes e Restituicoes,10000.0
048,201800,28,28  ,33909400,Indenizacoes e Restituicoes Trabalhistas,10000.0
048,201800,28,28  ,44905200,Equipamentos e Material Permanente,70000.0
048,201800,28,28  ,44906100,Aquisicao de Imoveis,25000.0
048,201800,29,29  ,31901100,Vencimentos e Vantagens Fixas - Pessoal Civil,100000.0
048,201800,29,29  ,31901300,Obrigacoes Patronais,30000.0
048,201800,29,29  ,31909100,Sentencas Judiciais,50000.0
048,201800,29,29  ,33903000,Material de Consumo,15000.0
048,201800,29,29  ,33903600,Outros Servicos de Terceiros - Pessoa Fisica,15000.0
048,201800,29,29  ,33903900,Outros Servicos de Terceiros - Pessoa Juridica,250000.0
048,201800,29,29  ,33909100,Sentencas Judiciais,40000.0
048,201800,29,29  ,33909300,Indenizacoes e Restituicoes,10000.0
048,201800,29,29  ,33909400,Indenizacoes e Restituicoes Trabalhistas,10000.0
048,201800,29,29  ,44905100,Obras e Instalacoes,300000.0
048,201800,29,29  ,44905200,Equipamentos e Material Permanente,90000.0
048,201800,30,30  ,31901100,Vencimentos e Vantagens Fixas - Pessoal Civil,400000.0
048,201800,30,30  ,31901300,Obrigacoes Patronais,120000.0
048,201800,30,30  ,31909100,Sentencas Judiciais,50000.0
048,201800,30,30  ,33901400,Diarias - Pessoal Civil,2000.0
048,201800,30,30  ,33903000,Material de Consumo,5000.0
