codigo_municipio,exercicio_orcamento,codigo_orgao,codigo_unidade,codigo_elemento_despesa,nome_elemento_despesa,valor_total_fixado
048,202000,01,01  ,31900300,Pensoes,150000.0
048,202000,01,01  ,31900400,Contratacao por Tempo Determinado,5000.0
048,202000,01,01  ,31901100,Vencimentos e Vantagens Fixas - Pessoal Civil,3050000.0
048,202000,01,01  ,31901300,Obrigacoes Patronais,635000.0
048,202000,01,01  ,31909200,Despesas de Exercicios Anteriores,1000.0
048,202000,01,01  ,31909400,Indenizacoes Restituicoes Trabalhistas,3000.0
048,202000,01,01  ,33901400,Diarias - Pessoal Civil,25000.0
048,202000,01,01  ,33903000,Material de Consumo,35000.0
048,202000,01,01  ,33903300,Passagens e Despesas com Locomocao,5000.0
048,202000,01,01  ,33903500,Servicos de Consultoria,10000.0
048,202000,01,01  ,33903600,Outros Servicos de Terceiros - Pessoa Fisica,65000.0
048,202000,01,01  ,33903900,Outros Servicos de Terceiros - Pessoa Juridica,835000.0
048,202000,01,01  ,33904000,Servicos de Tecnologia da Informacao e Comunicacao - PJ,15000.0
048,202000,01,01  ,33909200,Despesas de Exercicios Anteriores,2500.0
048,202000,01,01  ,44905100,Obras e Instalacoes,20000.0
048,202000,01,01  ,44905200,Equipamentos e Material Permanente,30000.0
048,202000,01,01  ,46907100,Principal da Divida Contratual Resgatado,1000.0
048,202000,02,02  ,31900400,Contratacao por Tempo Determinado,5000.0
048,202000,02,02  ,31901100,Vencimentos e Vantagens Fixas - Pessoal Civil,895000.0
048,202000,02,02  ,31901300,Obrigacoes Patronais,180000.0
048,202000,02,02  ,31909100,Sentencas Judiciais,20000.0
048,202000,02,02  ,31909200,Despesas de Exercicios Anteriores,10000.0
048,202000,02,02  ,31909400,Indenizacoes Restituicoes Trabalhistas,10000.0
048,202000,02,02  ,33504100,Contribuicoes,45000.0
048,202000,02,02  ,33504200,Auxilios,10000.0
048,202000,02,02  ,33504300,Subvencoes Sociais,10000.0
048,202000,02,02  ,33901400,Diarias - Pessoal Civil,20000.0
048,202000,02,02  ,33903000,Material de Consumo,40000.0
048,202000,02,02  ,33903600,Outros Servicos de Terceiros - Pessoa Fisica,10000.0
048,202000,02,02  ,33903900,Outros Servicos de Terceiros - Pessoa Juridica,250000.0
048,202000,02,02  ,33904000,Servicos de Tecnologia da Informacao e Comunicacao - PJ,10000.0
048,202000,02,02  ,33909100,Sentencas Judiciais,20000.0
048,202000,02,02  ,33909200,Despesas de Exercicios Anteriores,20000.0
048,202000,02,02  ,33909300,Indenizacoes e Restituicoes,10000.0
048,202000,02,02  ,44905200,Equipamentos e Material Permanente,20000.0
048,202000,02,02  ,44906100,Aquisicao de Imoveis,10000.0
048,202000,03,03  ,31900400,Contratacao por Tempo Determinado,5000.0
048,202000,03,03  ,31901100,Vencimentos e Vantagens Fixas - Pessoal Civil,35000.0
048,202000,03,03  ,31901300,Obrigacoes Patronais,8000.0
048,202000,03,03  ,31909100,Sentencas Judiciais,5000.0
048,202000,03,03  ,31909200,Despesas de Exercicios Anteriores,5000.0
048,202000,03,03  ,31909400,Indenizacoes Restituicoes Trabalhistas,5000.0
048,202000,03,03  ,33504100,Contribuicoes,5000.0
048,202000,03,03  ,33504200,Auxilios,5000.0
048,202000,03,03  ,33504300,Subvencoes Sociais,5000.0
048,202000,03,03  ,33901400,Diarias - Pessoal Civil,10000.0
048,202000,03,03  ,33903000,Material de Consumo,20000.0
048,202000,03,03  ,33903600,Outros Servicos de Terceiros - Pessoa Fisica,20000.0
048,202000,03,03  ,33903900,Outros Servicos de Terceiros - Pessoa Juridica,42000.0
048,202000,03,03  ,33904000,Servicos de Tecnologia da Informacao e Comunicacao - PJ,5000.0
