codigo_municipio,exercicio_orcamento,codigo_orgao,codigo_unidade,codigo_elemento_despesa,nome_elemento_despesa,valor_total_fixado
048,201600,01,01  ,31900300,Pensoes do RPPS e do Militar,98000.0
048,201600,01,01  ,31900400,Contratacao por Tempo Determinado,1000.0
048,201600,01,01  ,31901100,Vencimentos e Vant. Fixas Pessoal Civil,2454705.0
048,201600,01,01  ,31901300,Obrigacoes Patronais,450000.0
048,201600,01,01  ,31909200,Despesas de Exercicios Anteriores,1000.0
048,201600,01,01  ,31909400,Indenizacoes e Restituicoes Trabalhistas,1000.0
048,201600,01,01  ,33901400,Diarias - Civil,10000.0
048,201600,01,01  ,33903000,Material de Consumo,30000.0
048,201600,01,01  ,33903300,Passagens e Despesas com Locomocao,5000.0
048,201600,01,01  ,33903500,Servicos de Consultoria,1000.0
048,201600,01,01  ,33903600,Outros Serv. de Terceiros Pessoa Fisica,290000.0
048,201600,01,01  ,33903900,Outros Serv. de Terc. Pessoa Juridica,600000.0
048,201600,01,01  ,33909200,Despesas de Exercicios Anteriores,2500.0
048,201600,01,01  ,44905100,Obras e Instalacoes,30000.0
048,201600,01,01  ,44905200,Equipamentos e Material Permanente,10000.0
048,201600,01,01  ,46907100,Principal da Divida Contratual Resgatado,1000.0
048,201600,02,02  ,31900400,Contratacao por Tempo Determinado,5000.0
048,201600,02,02  ,31901100,Vencimentos e Vant. Fixas Pessoal Civil,600000.0
048,201600,02,02  ,31901300,Obrigacoes Patronais,50000.0
048,201600,02,02  ,31909200,Despesas de Exercicios Anteriores,10000.0
048,201600,02,02  ,33504100,Contribuicoes,40000.0
048,201600,02,02  ,33901400,Diarias - Civil,50000.0
048,201600,02,02  ,33903000,Material de Consumo,50000.0
048,201600,02,02  ,33903600,Outros Serv. de Terceiros Pessoa Fisica,50000.0
048,201600,02,02  ,33903900,Outros Serv. de Terc. Pessoa Juridica,400000.0
048,201600,02,02  ,44905200,Equipamentos e Material Permanente,50000.0
048,201600,04,04  ,31901100,Vencimentos e Vant. Fixas Pessoal Civil,400000.0
048,201600,04,04  ,31901300,Obrigacoes Patronais,10000.0
048,201600,04,04  ,31909100,Sentencas Judiciais,300000.0
048,201600,04,04  ,31909200,Despesas de Exercicios Anteriores,5000.0
048,201600,04,04  ,31909400,Indenizacoes e Restituicoes Trabalhistas,1000.0
048,201600,04,04  ,33901400,Diarias - Civil,5000.0
048,201600,04,04  ,33903000,Material de Consumo,5000.0
048,201600,04,04  ,33903600,Outros Serv. de Terceiros Pessoa Fisica,15000.0
048,201600,04,04  ,33903900,Outros Serv. de Terc. Pessoa Juridica,50000.0
048,201600,04,04  ,33909100,Sentencas Judiciais,5000.0
048,201600,04,04  ,33909200,Despesas de Exercicios Anteriores,10000.0
048,201600,04,04  ,44905200,Equipamentos e Material Permanente,5000.0
048,201600,07,07  ,31901100,Vencimentos e Vant. Fixas Pessoal Civil,94900.0
048,201600,07,07  ,31901300,Obrigacoes Patronais,7300.0
048,201600,07,07  ,33901400,Diarias - Civil,38000.0
048,201600,07,07  ,33903000,Material de Consumo,898800.0
048,201600,07,07  ,33903200,"Material, Bem ou Serv. p/ Dist. Gratuita",70000.0
048,201600,07,07  ,33903300,Passagens e Despesas com Locomocao,5000.0
048,201600,07,07  ,33903600,Outros Serv. de Terceiros Pessoa Fisica,927300.0
048,201600,07,07  ,33903900,Outros Serv. de Terc. Pessoa Juridica,318200.0
048,201600,07,07  ,33909200,Despesas de Exercicios Anteriores,119000.0
048,201600,07,07  ,44905100,Obras e Instalacoes,1363000.0
048,201600,07,07  ,44905200,Equipamentos e Material Permanente,790300.0
