codigo_municipio,exercicio_orcamento,codigo_orgao,codigo_unidade,codigo_elemento_despesa,nome_elemento_despesa,valor_total_fixado
048,201700,01,01  ,31900300,Pensoes do RPPS e do Militar,122000.0
048,201700,01,01  ,31900400,Contratacao por Tempo Determinado,1000.0
048,201700,01,01  ,31901100,Vencimentos e Vant. Fixas Pessoal Civil,2594500.0
048,201700,01,01  ,31901300,Obrigacoes Patronais,500000.0
048,201700,01,01  ,31909200,Despesas de Exercicios Anteriores,1500.0
048,201700,01,01  ,31909400,Indenizacoes e Restituicoes Trabalhistas,1500.0
048,201700,01,01  ,33901400,Diarias - Civil,15000.0
048,201700,01,01  ,33903000,Material de Consumo,35000.0
048,201700,01,01  ,33903300,Passagens e Despesas com Locomocao,5000.0
048,201700,01,01  ,33903500,Servicos de Consultoria,1500.0
048,201700,01,01  ,33903600,Outros Serv. de Terceiros Pessoa Fisica,300000.0
048,201700,01,01  ,33903900,Outros Serv. de Terc. Pessoa Juridica,700000.0
048,201700,01,01  ,33909200,Despesas de Exercicios Anteriores,2500.0
048,201700,01,01  ,44905100,Obras e Instalacoes,35000.0
048,201700,01,01  ,44905200,Equipamentos e Material Permanente,10000.0
048,201700,01,01  ,46907100,Principal da Divida Contratual Resgatado,1000.0
048,201700,02,02  ,31900400,Contratacao por Tempo Determinado,5000.0
048,201700,02,02  ,31901100,Vencimentos e Vant. Fixas Pessoal Civil,800000.0
048,201700,02,02  ,31901300,Obrigacoes Patronais,80000.0
048,201700,02,02  ,31909200,Despesas de Exercicios Anteriores,10000.0
048,201700,02,02  ,33504100,Contribuicoes,50000.0
048,201700,02,02  ,33901400,Diarias - Civil,30000.0
048,201700,02,02  ,33903000,Material de Consumo,40000.0
048,201700,02,02  ,33903600,Outros Serv. de Terceiros Pessoa Fisica,60000.0
048,201700,02,02  ,33903900,Outros Serv. de Terc. Pessoa Juridica,250000.0
048,201700,02,02  ,33909200,Despesas de Exercicios Anteriores,20000.0
048,201700,02,02  ,44905200,Equipamentos e Material Permanente,30000.0
048,201700,04,04  ,31901100,Vencimentos e Vant. Fixas Pessoal Civil,510000.0
048,201700,04,04  ,31901300,Obrigacoes Patronais,20000.0
048,201700,04,04  ,31909100,Sentencas Judiciais,500000.0
048,201700,04,04  ,31909200,Despesas de Exercicios Anteriores,5000.0
048,201700,04,04  ,31909400,Indenizacoes e Restituicoes Trabalhistas,5000.0
048,201700,04,04  ,33901400,Diarias - Civil,10000.0
048,201700,04,04  ,33903000,Material de Consumo,15000.0
048,201700,04,04  ,33903600,Outros Serv. de Terceiros Pessoa Fisica,20000.0
048,201700,04,04  ,33903900,Outros Serv. de Terc. Pessoa Juridica,60000.0
048,201700,04,04  ,33909100,Sentencas Judiciais,200000.0
048,201700,04,04  ,33909200,Despesas de Exercicios Anteriores,20000.0
048,201700,04,04  ,44905200,Equipamentos e Material Permanente,10000.0
048,201700,07,07  ,31900400,Contratacao por Tempo Determinado,26000.0
048,201700,07,07  ,31901100,Vencimentos e Vant. Fixas Pessoal Civil,340000.0
048,201700,07,07  ,31901300,Obrigacoes Patronais,8500.0
048,201700,07,07  ,33901400,Diarias - Civil,42000.0
048,201700,07,07  ,33903000,Material de Consumo,1026000.0
048,201700,07,07  ,33903200,"Material, Bem ou Serv. p/ Dist. Gratuita",100000.0
048,201700,07,07  ,33903300,Passagens e Despesas com Locomocao,6000.0
048,201700,07,07  ,33903600,Outros Serv. de Terceiros Pessoa Fisica,1202000.0
048,201700,07,07  ,33903900,Outros Serv. de Terc. Pessoa Juridica,522000.0
048,201700,07,07  ,33909200,Despesas de Exercicios Anteriores,124000.0
048,201700,07,07  ,44905100,Obras e Instalacoes,1710000.0
