codigo_municipio,exercicio_orcamento,codigo_orgao,codigo_unidade,codigo_elemento_despesa,nome_elemento_despesa,valor_total_fixado
048,201100,01,01  ,31900300,PENSOES,60000
048,201100,01,01  ,31900400,CONTRATACAO POR TEMPO DETERMINADO,10000
048,201100,01,01  ,31901100,VENCIMENTOS E VANT. FIXAS PESSOAL CIVIL,1380000
048,201100,01,01  ,31901300,OBRIGACOES PATRONAIS,300000
048,201100,01,01  ,31909200,DESPESAS DE EXERCICIOS ANTERIORES,6000
048,201100,01,01  ,31909400,INDENIZACOES E RESTITUICOES TRABALHISTAS,5000
048,201100,01,01  ,33901400,DIARIAS - CIVIL,30000
048,201100,01,01  ,33903000,MATERIAL DE CONSUMO,60000
048,201100,01,01  ,33903300,PASSAGENS E DESPESAS COM LOCOMOCAO,6000
048,201100,01,01  ,33903500,SERVICOS DE CONSULTORIA,120000
048,201100,01,01  ,33903600,OUTROS SERV. DE TERCEIROS PESSOA FISICA,120000
048,201100,01,01  ,33903900,OUTROS SERV. DE TERC. PESSOA JURIDICA,280000
048,201100,01,01  ,33909200,DESPESAS DE EXERCICIOS ANTERIORES,12000
048,201100,01,01  ,44905100,OBRAS E INSTALACOES,30000
048,201100,01,01  ,44905200,EQUIPAMENTOS E MATERIAL PERMANENTE,20000
048,201100,01,01  ,46907100,PRINCIPAL DA DIVIDA CONTRATUAL RESGATADO,11000
048,201100,02,02  ,31900400,CONTRATACAO POR TEMPO DETERMINADO,5000
048,201100,02,02  ,31901100,VENCIMENTOS E VANT. FIXAS PESSOAL CIVIL,500000
048,201100,02,02  ,31901300,OBRIGACOES PATRONAIS,100000
048,201100,02,02  ,31909200,DESPESAS DE EXERCICIOS ANTERIORES,20000
048,201100,02,02  ,33504100,CONTRIBUICOES,100000
048,201100,02,02  ,33901400,DIARIAS - CIVIL,50000
048,201100,02,02  ,33903000,MATERIAL DE CONSUMO,20000
048,201100,02,02  ,33903600,OUTROS SERV. DE TERCEIROS PESSOA FISICA,100000
048,201100,02,02  ,33903900,OUTROS SERV. DE TERC. PESSOA JURIDICA,700000
048,201100,02,02  ,33909200,DESPESAS DE EXERCICIOS ANTERIORES,20000
048,201100,02,02  ,44905200,EQUIPAMENTOS E MATERIAL PERMANENTE,20000
048,201100,03,03  ,31901100,VENCIMENTOS E VANT. FIXAS PESSOAL CIVIL,40000
048,201100,03,03  ,31901300,OBRIGACOES PATRONAIS,12000
048,201100,03,03  ,33901400,DIARIAS - CIVIL,15000
048,201100,04,04  ,31900400,CONTRATACAO POR TEMPO DETERMINADO,1000
048,201100,04,04  ,31901100,VENCIMENTOS E VANT. FIXAS PESSOAL CIVIL,214000
048,201100,04,04  ,31901300,OBRIGACOES PATRONAIS,39200
048,201100,04,04  ,31909100,SENTENCAS JUDICIAIS,1200000
048,201100,04,04  ,31909200,DESPESAS DE EXERCICIOS ANTERIORES,2000
048,201100,04,04  ,31909400,INDENIZACOES E RESTITUICOES TRABALHISTAS,5000
048,201100,04,04  ,33901400,DIARIAS - CIVIL,20600
