codigo_municipio,exercicio_orcamento,codigo_orgao,codigo_unidade,codigo_rubrica,tipo_fonte,codigo_fonte,descricao_rubrica,valor_previsto
048,201200,06,06  ,111202000000,0,00       ,IMPOSTO SOBRE A PROPRIEDADE PREDIAL TERRITORIAL URBANA,408000
048,201200,06,06  ,111204310000,0,00       ,IMPOSTO DE RENDA RETIDO NAS FONTES SOBRE RENDIMENTOS DO TRABALHO,800000
048,201200,06,06  ,111204340000,0,00       ,IMPOSTO DE RENDA RETIDO NAS FONTES SOBRE OUTROS RENDIMENTOS,5000
048,201200,06,06  ,111208000000,0,00       ,IMPOSTO SOBRE TRANSMISSAO DE BENS IMOVEIS - ITBI,400000
048,201200,06,06  ,111305010000,0,00       ,IMPOSTO SOBRE SERVICOS DE QUALQUER NATUREZA,1200000
048,201200,06,06  ,112199000000,0,00       ,OUTRAS TAXAS PELO EXERCICIO DO PODER DE POLICIA,115000
048,201200,06,06  ,112299000000,0,00       ,OUTRAS TAXAS PELA PRESTACAO DE SERVICOS,380000
048,201200,06,06  ,122029000000,0,00       ,CONTRIBUICAO PARA CUSTEIO DOS SERVICOS DE ILUMINACAO PYBLICA,150000
048,201200,06,06  ,132501020000,0,00       ,REC. DE REM. DE DEP. BANC. DE REC. VINC. - FUNDEB,100000
048,201200,06,06  ,132501030000,0,00       ,REC. DE REM. DE DEP. BANC. DE REC. VINC. - FUNDO DE SAUDE,15000
048,201200,06,06  ,132501050000,0,00       ,REC. DE REM. DE DEP. BANC. DE REC. VINC. - MDE,50000
048,201200,06,06  ,132501100000,0,00       ,REC. DE REC. DE DEP. BANC. DE REC. VINC. - FNAS,50000
048,201200,06,06  ,132501990000,0,00       ,REM. DE OUTROS DEP. BANC.DE RECUR. VINCULADO,30000
048,201200,06,06  ,132502990000,0,00       ,REMUNERACAO DE OUTROS DEPOSITOS DE RECURSOS NAO VINCULADOS,120000
048,201200,06,06  ,139000000000,0,00       ,OUTRAS RECEITAS PATRIMONIAIS,5000
048,201200,06,06  ,172101020000,0,00       ,COTA-PARTE DO FUNDO DE PARTICIPACAO DOS MUNICIPIOS,30100000
048,201200,06,06  ,172101050000,0,00       ,COTA-PARTE DO IMPOSTO SOBRE A PROPRIEDADE TERRITORIAL RURAL,5000
048,201200,06,06  ,172122200000,0,00       ,COTA-PARTE DA COMPENSACAO FINANCEIRA DE RECURSOS MINERAIS,30000
048,201200,06,06  ,172122300000,0,00       ,COTA-PARTE ROYALTIES-COMPEN.FINANC.PELA PRODUC.PETRO-LEI 7.990/89,0
048,201200,06,06  ,172122700000,0,00       ,COTA-PARTE DO FUNDO ESPECIAL DO PETROLEO - FEP,350000
048,201200,06,06  ,172133111000,0,00       ,PISO DE ATENCAO BASICA FIXO (PAB FIXO),1380000
048,201200,06,06  ,172133113100,0,00       ,SAUDE DA FAMILIA,1480000
048,201200,06,06  ,172133113200,0,00       ,AGENTES COMUNITARIOS DE SAUDE,1700000
048,201200,06,06  ,172133113300,0,00       ,SAUDE BUCAL,412000
048,201200,06,06  ,172133121000,0,00       ,LIMITE FINANCEIRO DA MAC AMBULATORIAL E HOSPITALAR,0
048,201200,06,06  ,172133121100,0,00       ,TETO FINANCEIRO,0
048,201200,06,06  ,172133131000,0,00       ,VIGILANCIA EPIDEMIOLOGICA E AMBIENTAL EM SAUDE,400000
048,201200,06,06  ,172133132000,0,00       ,VIGILANCIA SANITARIA,120000
048,201200,06,06  ,172133990000,0,00       ,OUTROS PROGRAMAS FINANC. POR TRANSF. FUNDO A FUNDO,8800000
048,201200,06,06  ,172134010000,0,00       ,TRANSF.UNIAO-LOAS-PROGR.ACAO CONTINUADA,1500000
048,201200,06,06  ,172135010000,0,00       ,TRANSFERENCIAS DO SALARIO-EDUCACAO,800000
048,201200,06,06  ,172135020000,0,00       ,TRANSFERENCIAS DIRETAS DO FNDE - PROG. DINHEIRO DIRETO NA ESCOLA,10000
048,201200,06,06  ,172135030000,0,00       ,TRANSFERENCIAS DIRETA DO FNDE-PROG. NACIONAL ALIMENTACAO ESCOLAR,800000
048,201200,06,06  ,172135040000,0,00       ,TRAN.DIR.FNDE REF.AO PROGR.NACIONAL DE APOIO TRANSP.ESCOLAR-PNATE,500000
048,201200,06,06  ,172135050000,0,00       ,TRANSFERENCIA DO FNDE - BRASIL ALFABETIZADO,0
048,201200,06,06  ,172135990000,0,00       ,OUTRAS TRANSF. DIR. FUND. NACIO. DESENVOLVIMENTO DA EDUCACAO-FNDE,60000
048,201200,06,06  ,172136000000,0,00       ,TRANSFERENCIA FINANCEIRA DO ICMS - DESONERACAO - LC. No 87/96,25000
048,201200,06,06  ,172199010000,0,00       ,TRANSFERENCIA DE RECURSOS DO SIMPLES NACIONAL,270000
048,201200,06,06  ,172199990000,0,00       ,DEMAIS TRANSFERENCIAS DA UNIAO,500000
048,201200,06,06  ,172201010000,0,00       ,COTA-PARTE DO ICMS,6200000
048,201200,06,06  ,172201020000,0,00       ,COTA-PARTE DO IPVA,1400000
048,201200,06,06  ,172201040000,0,00       ,COTA-PARTE DO IPI SOBRE EXPORTACAO,30000
048,201200,06,06  ,172201130000,0,00       ,COTA-PARTE DA CONTRIBUICAO DE INTERVENCAO NO DOMINIO ECONOMICO,150000
048,201200,06,06  ,172201990100,0,00       ,TRANSFERENCIA DO ESTADO PARA A SAUDE,500000
048,201200,06,06  ,172201990200,0,00       ,TRANSFERENCIA DO ESTADO PARA TRANSPORTE ESCOLAR,300000
048,201200,06,06  ,172299000000,0,00       ,OUTRAS TRANSFERENCIAS DOS ESTADOS,100000
048,201200,06,06  ,172401000000,0,00       ,TRANSF.RECUR.DO FUNDO DE MAN.DESENV. DA EDUCACAO BASICA - FUNDEB,19420000
048,201200,06,06  ,172402000000,0,00       ,TRANSFERENCIA DE RECURSOS DA COMPLEMENTACAO DA UNIAO AO FUNDEB,8000000
048,201200,06,06  ,176199000000,0,00       ,OUTRAS TRANSFERENCIAS DE CONVENIOS DA UNIAO,500000
048,201200,06,06  ,176299000000,0,00       ,OUTRAS TRANSFERENCIAS DE CONVENIO DOS ESTADOS,500000
048,201200,06,06  ,191138000000,0,00       ,MULTAS E JUROS DE MORA DO IPTU,3000
048,201200,06,06  ,191948000000,0,00       ,MULTAS APLICADAS PELOS TRIBUNAIS DE CONTAS,30000
048,201200,06,06  ,192299000000,0,00       ,OUTRAS RESTITUICOES,20000
048,201200,06,06  ,193111000000,0,00       ,RECEITA DA DIVIDA ATIVA DO I.P.T.U.,60000
048,201200,06,06  ,193199010000,0,00       ,RECEITA DA DIVIDA ATIVA DE OUTROS TRIBUTOS - PRINCIPAL,20000
048,201200,06,06  ,193299010000,0,00       ,RECEITA DA DIVIDA ATIVA NAO-TRIBUTARIA DE OUTRAS REC. - PRINCIPAL,0
048,201200,06,06  ,199099000000,0,00       ,OUTRAS RECEITAS,100000
048,201200,06,06  ,221900000000,0,00       ,ALIENACAO DE OUTROS BENS MOVEIS,20000
048,201200,06,06  ,242199000000,0,00       ,OUTRAS TRANSFERENCIAS DA UNIAO,1850000
048,201200,06,06  ,242299000000,0,00       ,OUTRAS TRANSFERENCIAS DOS ESTADOS,1000000
048,201200,06,06  ,247199000000,0,00       ,OUTRAS TRANSFERENCIAS DE CONVENIO DA UNIAO,1500000
048,201200,06,06  ,247299000000,0,00       ,OUTRAS TRANSFERENCIAS DE CONVENIO DOS ESTADOS,1000000
048,201200,06,06  ,972101020000,0,00       ,DEDUCAO DE RECEITA DO FPM - FUNDEB E REDUTOR FINANCEIRO,-6020000
048,201200,06,06  ,972101050000,0,00       ,DEDUCAO DE RECEITA PARA FORMACAO DO FUNDEB - ITR,-1000
048,201200,06,06  ,972136000000,0,00       ,DEDUCAO DE REC.P/FORM.DO FUNDEB-ICMS DESONERACAO LEI COMPL. 87/96,-5000
048,201200,06,06  ,972201010000,0,00       ,DEDUCAO DE RECEITA P/ FORMACAO DO FUNDEB - ICMS,-1240000
048,201200,06,06  ,972201020000,0,00       ,DEDUCAO DE RECEITA PARA FORMACAO DO FUNDEB - IPVA,-280000
048,201200,06,06  ,972201040000,0,00       ,DEDUCAO DE RECEITA P/ FORMACAO DO FUNDEB - IPI EXPORTACAO,-6000
