codigo_municipio,exercicio_orcamento,codigo_orgao,codigo_unidade,codigo_rubrica,tipo_fonte,codigo_fonte,descricao_rubrica,valor_previsto
048,201800,34,34  ,171801410000000,1,01       ,COTA-PARTE DO FUNDO DE PARTICIPACAO DOS MUNICIPIOS FPM - 1% COTA ENTREGUE NO MES DE JULHO - PRINCIPAL,0.0
048,201800,AA,AA  ,111303110000000,1,01       ,Imposto sobre a Renda - Retido na Fonte - Trabalho - Principal,1580000.0
048,201800,AA,AA  ,111801110000000,1,01       ,Imposto sobre a Propriedade Predial e Territorial Urbana - Principal,1633679.76
048,201800,AA,AA  ,111801410000000,1,01       ,Imposto sobre Transmissao Inter Vivos de Bens Imoveis e de Direitos Reais sobre Imoveis - Principal,450000.0
048,201800,AA,AA  ,111802310000000,1,01       ,Imposto sobre Servicos de Qualquer Natureza - Principal,3314000.0
048,201800,AA,AA  ,111802310100000,1,01       ,ISS - SIMPLES NACIONAL,0.0
048,201800,AA,AA  ,112101110000000,1,01       ,Taxas de Inspecao  Controle e Fiscalizacao - Principal,486000.0
048,201800,AA,AA  ,112201110000000,1,01       ,Taxas pela Prestacao de Servicos - Principal,211000.0
048,201800,AA,AA  ,124000110000000,2,12       ,Contribuicao para o Custeio do Servico de Iluminacao Publica - Principal,50000.0
048,201800,AA,AA  ,132100111000000,1,01       ,Remuneracao de Depositos Bancarios - Vinculados,265000.0
048,201800,AA,AA  ,132100111000000,2,09       ,Remuneracao de Depositos Bancarios - Vinculados,110000.0
048,201800,AA,AA  ,132100111000000,2,10       ,Remuneracao de Depositos Bancarios - Vinculados,83000.0
048,201800,AA,AA  ,132100111000000,2,13       ,Remuneracao de Depositos Bancarios - Vinculados,125000.0
048,201800,AA,AA  ,132100111000000,2,14       ,Remuneracao de Depositos Bancarios - Vinculados,75000.0
048,201800,AA,AA  ,132100111000000,2,24       ,Remuneracao de Depositos Bancarios - Vinculados,60000.0
048,201800,AA,AA  ,132100111000000,2,30       ,Remuneracao de Depositos Bancarios - Vinculados,5000.0
