codigo_municipio,exercicio_orcamento,codigo_orgao,codigo_unidade,codigo_funcao,codigo_subfuncao,codigo_programa,codigo_projeto_atividade,numero_projeto_atividade,numero_subprojeto_atividade,codigo_tipo_orcamento,nome_projeto_atividade,descricao_projeto_atividade,valor_total_fixado_projeto_atividade
048,201000,01,01  ,01,031,0001,2,001,0000,F,MANUTENCAO DO PODER LEGISLATIVO MUNICIPAL,MANUTENCAO DO PODER LEGISLATIVO MUNICIPAL,2600000
048,201000,02,02  ,04,122,0037,2,002,0000,F,CUSTEIO DAS ATIVIDADES DO GABINETE DO PREFEITO,CUSTEIO DAS ATIVIDADES DO GABINETE DO PREFEITO,672000
048,201000,02,02  ,04,122,0037,2,003,0000,F,MANUTENCAO DA CONTROLADORIA INTERNA,MANUTENCAO DA CONTROLADORIA INTERNA,4000
048,201000,03,03  ,04,122,0037,2,004,0000,F,MANUTENCAO DO GABINETE DO VICE-PREFEITO,MANUTENCAO DO GABINETE DO VICE-PREFEITO,27000
048,201000,04,04  ,04,122,0037,2,005,0000,F,MANUTENCAO DA PROCURADORIA MUNICIPAL,MANUTENCAO DA PROCURADORIA MUNICIPAL,996000
048,201000,05,05  ,04,122,0037,2,006,0000,F,CUSTEIO ADMINISTRATIVO DA SECRETARIA,CUSTEIO ADMINISTRATIVO DA SECRETARIA,680000
048,201000,06,06  ,04,123,0037,2,007,0000,F,CUSTEIO ADMINISTRATIVO DA SECRETARIA,CUSTEIO ADMINISTRATIVO DA SECRETARIA,1196000
048,201000,06,06  ,28,843,0962,2,008,0000,F,AMORTIZACAO DA DIVIDA INTERNA,AMORTIZACAO DA DIVIDA INTERNA,1000000
048,201000,07,07  ,08,122,0037,2,009,0000,S,MANUTENCAO DO FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL,MANUTENCAO DO FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL,1895000
048,201000,07,07  ,08,241,0121,2,010,0000,S,MANUTENCAO DO CONSELHO MUNICIPAL DOS DIREITOS DO IDOSO - CMDI,MANUTENCAO DAS ATIVIDADES LIGADA AO IDOSO,35500
048,201000,07,07  ,08,243,0131,2,011,0000,S,MANUTENCAO DO CONSELHO MUNICIPAL DOS DIREITOS DA MULHER,MANUTENCAO DO FUNDO ESPECIAL DOS DIREITOS DA MULHER,8000
048,201000,07,07  ,08,243,0131,2,012,0000,S,MANUTENCAO DAS ATIVIDADES DO CONSELHO TUTELAR DE CRATEUS,MANUTENCAO DAS ATIVIDADES DO CONSELHO TUTELAR,128000
048,201000,07,07  ,08,243,0131,2,013,0000,S,MANUT. FUNDO MUNIC. DOS DIR. CRIANCA E DO ADOLESCENTE,MANUT. FUNDO MUNIC. DOS DIR. CRIANCA E DO ADOLESCENTE,8500
048,201000,07,07  ,08,243,0131,2,014,0000,S,MANUTENCAO DO CONSELHO MUNICIPAL DE ASSISTENCIA SOCIAL - CMAS,MANUT DO PROGRAMA DE ATENCAO INTEGRAL A FAMILIA - PAIF,23000
048,201000,07,07  ,08,244,0137,1,001,0000,S,CONSTRUCAO DE CASAS POPULARES,CONSTRUCAO DE CASAS POPULARES,50000
048,201000,07,07  ,08,244,0137,1,002,0000,S,CONSTRUCAO DE UNIDADES DE INTERNACAO RESTRITIVA E PROVI,CONSTRUCAO DE UNIDADES DE INTERNACAO RESTRITIVA E PROVI,50000
048,201000,07,07  ,08,244,0137,1,003,0000,S,CONSTRUCAO DO CENTRO ESP. REFERENCIA ASSIS.SOCIAL,CONSTRUCAO DO CENTRO ESP. REFERENCIA ASSIS.SOCIAL,50000
048,201000,07,07  ,08,244,0137,1,004,0000,S,CONSTRUCAO DE CENTRO DE REF. ASSIST. SOCIAL - CRAS,CONSTRUCAO DE CENTRO DE REF. ASSIST. SOCIAL - CRAS,50000
048,201000,07,07  ,08,244,0137,2,015,0000,S,APOIO AS ACOES COMPLEMENTARES/GESTAO DO BOLSA FAMILIA,APOIO AS ACOES COMPLEMENTARES/GESTAO DO BOLSA FAMILIA,18000
048,201000,07,07  ,08,244,0137,2,016,0000,S,IMPLANTACAO E MANUTENCAO DO CONSELHO MUNICIPAL DE HABITACAO,IMPLANTACAO E MANUTENCAO DO CONSELHO MUNICIPAL DA HABITACAO,31000
048,201000,07,07  ,08,244,0137,2,017,0000,S,OPERACIONALIZACAO  DA COZINHA COMUNITARIA,APOIO A INSTALACAO DE COZINHA COMUNITARIA,28000
048,201000,07,07  ,08,244,0137,2,018,0000,S,MANUTENCAO DO CONSELHO MUNICIPAL DE  JUVENTUDE,IMPLENTACAO E MANUTENCAO DO CONSELHO MUN. DA JUVENTUDE,22500
048,201000,07,07  ,08,244,0137,2,019,0000,S,IMPLANTACAO E MANUTENCAO DO CONSELHO MUNICIPAL ANTE DROGAS,MANUT E FORTALECIMENTO DAS ACOES DO PROJ.CRIANCA/FAMILI,22500
048,201000,07,07  ,08,244,0137,2,020,0000,S,IMPLANTACAO A MANUT.DO CONSELHO MUNICIP DOS DIREITOS DE PESSOAS COM DEFICIENCIA,MANUT.ATIV.LIGADAS A PESSOA COM NECESSIDADES ESPECIAIS,37500
048,201000,07,07  ,08,244,0426,2,021,0000,S,MANUTENCAO DO PROJETO ESTACAO DIGITAL,MANUTENCAO DO PROJETO ESTACAO DIGITAL,6000
048,201000,07,07  ,08,306,0196,2,022,0000,S,MANUTENCAO DO CONSELHO MUNICIPAL DE SEGURANCA ALIMENTAR E NUTRICIONAL/COMESA,APOIO A INSTALACAO DE RESTAURANTE POPULAR PUBLICO,26500
048,201000,07,07  ,17,511,0371,1,102,0000,F,CONSTRUCAO DE CISTERNAS DE PLACAS NA ZON A RURAL DO MUNICIPIO DE CRATEUS-CE.,ASSEGURAR RECURSOS NECESSARIOS PARA CONSTRUCAO DE CISTENAS DE PLACAS NA ZONA RURAL DO MUNICIPIO DE CRATEUS-CE.,380000
048,201000,08,08  ,12,122,0037,2,023,0000,F,MANUTENCAO DAS ATIVIDADES EDUCACIONAIS A CARGO DO FUNDO MUNICIPAL DE EDUCACAO,CUSTEIO DE ATIVIDADES EDUCACIONAIS,1143000
048,201000,08,08  ,12,361,0196,2,024,0000,F,PROGRAMA NACIONAL DE ALIMENTACAO ESCOLAR - PNAE,PROGRAMA NACIONAL DE ALIMENTACAO ESCOLAR - PNAE,700000
048,201000,08,08  ,12,361,0231,1,005,0000,F,"CONSTRUCAO,REVITALIZACAO E AMPLIACAO  DE PREDIOS DA REDE DO ENSINO FUNDAMENTAL",CONSTRUCAO REFORMA E AMPLIACAO DE ESCOLAS MUNICIPAIS,210000
048,201000,08,08  ,12,362,0251,1,006,0000,F,CONSTRUCAO DA ESCOLA AGRICOLA,CONSTRUCAO DA ESCOLA AGRICOLA,100000
048,201000,08,08  ,12,365,0271,1,007,0000,F,"CONSTRUCAO,REVITALIZACAO E AMPLIACAO DE PREDIOS DA REDE DO ENSINO INFANTIL","CONSTRUCAO,REVITALIZACAO E AMPLIACAO DE PREDIOS DA REDE DO ENSINO INFANTIL",200000
048,201000,08,08  ,12,367,0231,2,025,0000,F,DESENVOLVIMENTO DA EDUCACAO ESPECIAL,DESENVOLVIMENTO DA EDUCACAO ESPECIAL,244000
048,201000,08,08  ,13,392,0307,1,008,0000,F,CONSTRUCAO DA CENTRAL DE ARTESANATO,CONSTRUCAO DA CENTRAL DE ARTESANATO,50000
048,201000,08,08  ,13,392,0307,2,026,0000,F,"MANUTENCAO DA CULTURA REGIONAL COM REAL, DO CARNAVAL E SEMANA DO MUNICIPIO ETC.",INCENTIVO A CULTURA REGIONAL COM A REALIZACAO DO CARNAVAL E AS COMEMORACOES DA SEMANA DO MUNICIPIO ENTRE OUTRAS.,378000
048,201000,09,09  ,10,122,0037,2,027,0000,S,MANUTENCAO DAS ATIVIDADES GERAIS DA   SE CRETARIA ATRAVES DO F.M.DE SAUDE,MANUTENCAO DAS ATIVIDADES GERAIS DA SECRETARIA ATRAVES DO FUNDO MUNICIPAL DE SAUDE,5613000
048,201000,09,09  ,10,301,0171,2,028,0000,S,FUNCIONAMENTODO PROGRAMA DE SAUDE DA ATENCAO BASICA - PROG.SAUDE DA FAMILIA,FUNCIONAMENTODO PROGRAMA DE SAUDE DA ATENCAO BASICA -PSF,4152000
048,201000,09,09  ,10,301,0171,2,029,0000,S,MANUTENCAO DAS ATIVIDADES DE ATENCAO BASICA -PROG AGENTS COMUNIT DE SAUDE,MANUTENCAO DAS ATIVIDADES DE ATENCAO BASICA PACS,115000
048,201000,09,09  ,10,301,0171,2,030,0000,S,MANUTENCAO DAS ATIVIDADES DA GESTAO DO SUS,MANUTENCAO DAS ATIVIDADES DA GESTAO DO SUS,714000
048,201000,09,09  ,10,302,0171,2,031,0000,S,FUNCIONAMENTO DO PROG. DE SAUDE DA ATENCAO SECUNDARIA,FUNCIONAMENTO DO PROG. DE SAUDE DA ATENCAO SECUNDARIA,1046000
048,201000,09,09  ,10,302,0176,1,009,0000,S,CONSTRUCAO AMPLIACAO E REFORMAS DE UNIDADES SAUDE,CONSTRUCAO AMPLIACAO E REFORMAS DE UNIDADES SAUDE,100000
048,201000,09,09  ,10,302,0176,2,032,0000,S,MANUTE.DAS ATIVIDADES AMBULATORIAL E HOSPITALAR MEDIA E ALTA COMPLEXIDADE,MANUTENCAO DAS ATIVIDADES DE ASSIST AMBUL E HOSPITALAR,7200000
048,201000,09,09  ,10,303,0181,2,033,0000,S,MANUTENCAO DAS ATIVIDADES DE ASSISTENCIA FARMACEUTICA,MANUTENCAO DAS ATIVIDADES DE ASSISTENCIA FARMACEUTICA,114000
048,201000,09,09  ,10,304,0186,2,034,0000,S,MANUTENCAO DAS ATIVIDADES DE VIGILANCIA SANITARIA,MANUTENCAO DOS SERVICOS DE VIGILANCIA SANITARIA A SAUDE PUBLICA,149000
048,201000,09,09  ,10,305,0171,2,035,0000,S,MANUTENCAO DAS ATIVIDADES DE VIGILANCIA EM SAUDE/ENDEMIAS,MANUTENCAO DAS ATIVIDADES DE VIGILANCIA EM SAUDE,620000
048,201000,10,10  ,04,122,0037,2,036,0000,F,MANUTENCAO DO CUSTEIO DA SECRETARIA E DOS SERVICOS DE UTILIDADE PUBLICA,CUSTEIO ADMINISTRATIVO DA SECRETARIA DE INFRAESTRUTURA E DOS SERVICOS BASICOS DE UTILIDADE PUBLICA.,2447000
048,201000,10,10  ,15,451,0332,1,010,0000,F,EXECUCAO DE OBRAS DE INFRAESTRUTURA URBA NAS COM REVITALIZACAO DAS AREAS PUBLICAS,"REVITALIZACAO, E EXCUCAO DE OBRAS DE INFRAESTRUTURA EM ZONA URBANA DA SEDE E DOS DISTRITOS.",700000
048,201000,10,10  ,15,451,0339,1,011,0000,F,EXECUCAO DE SERVICOS DE UTILIDADE PUBLI CA E DE INTERESSE DA POPULACAO RESIDENTE,"EXECUCUCAO DE SERVICOS DE UTILIDADE PUBLICA, NA CONSERVACAO DE RUAS AVENIDAS, PRACAS E LOGRADOUROS PUBLICOS.",400000
048,201000,10,10  ,15,452,0340,1,012,0000,F,REFORMA E AMPLIACAO DE LAVANDERIAS PUBLICAS,REFORMA E AMPLIACAO DE LAVANDERIAS PUBLICAS,50000
048,201000,10,10  ,15,452,0347,1,013,0000,F,REFORMA E AMPLIACAO DO TERMINAL RODOVIARIO,REFORMA E AMPLIACAO DO TERMINAL RODOVIARIO,50000
048,201000,10,10  ,16,482,0351,1,014,0000,F,PROGRAMA MORAR MELHOR,PROGRAMA MELHORIAS HABITACIONAIS,100000
048,201000,10,10  ,17,512,0377,1,015,0000,F,AMPLIACAO DO SISTEMA DE SANEAMENTO MUNICIPAL,AMPLIACAO DO SISTEMA DE SANEAMENTO MUNICIPAL,100000
048,201000,10,10  ,17,512,0377,1,016,0000,F,CONSTRUCAO DE KITS E UNIDADES SANITARIAS,CONSTRUCAO DE KITS E UNIDADES SANITARIAS,50000
048,201000,10,10  ,17,512,0377,1,017,0000,F,CONSTRUCAO DO ATERRO SANITARIO,CONSTRUCAO DO ATERRO SANITARIO,100000
048,201000,10,10  ,23,451,0038,1,018,0000,F,REFORMA DO SHOPPING POPULAR,REFORMA DO SHOPPING POPULAR,50000
048,201000,10,10  ,25,752,0566,1,019,0000,F,MELHORIA DA INFRAESTRUTURA DE ENERGIA ELETRICAL,AMPLIACAO DA REDE DE ENERGIA ELETRICA MUNICIPAL,100000
048,201000,10,10  ,26,782,0586,1,020,0000,F,"INFRAESTRUTURA VIARIA NOS CAMINHOS E EST RADAS VICINAIS,INCLUSIVE OBRAS DARTES",BENEFICIAMENTO ESTRADAS VICINAIS E CONSTR.OBRAS D ARTE,300000
048,201000,10,10  ,27,813,0616,1,021,0000,F,IMPLANT. E MODERNIZ. DE INFRAESTRUTURA PARA O ESPORTE RECREATIVO E DE LAZER,ASSEGURAR RECURSOS NECESSARIOS PARA A IMPLANTACAO DE NUCLEOS DE ESPORTE RECREATIVA E DE LAZER NO AMBITO DO MUNICIPIO DE CRATEUS.,50000
048,201000,11,11  ,17,512,0412,1,022,0000,F,EXECUCAO DE OBRAS E SERVICOS DE SANEAMEN TO BASICO EM AREA URBANA.,EXECUCAO DE OBRAS E SERVICOS DE SANEAMENTO BASICO URBANO.,200000
048,201000,11,11  ,17,544,0412,1,023,0000,F,FORTALECIMENTO DA INFRA-ESTRUTURA HIDRICAS,FORTALECIMENTO DA INFRA-ESTRUTURA HIDRICAS,200000
048,201000,11,11  ,20,122,0037,2,037,0000,F,MANUTENCAO DAS ATIVIDADES GERAIS DA SECRETARIA,MANUTENCAO DAS ATIVIDADES GERAIS DA SECRETARIA,666000
048,201000,11,11  ,20,122,0037,2,038,0000,F,MANUTENCAO DAS ATIVIDADES DE MEIO AMBIENTE,MANUTENCAO DAS ATIVIDADES DE MEIO AMBIENTE,16000
048,201000,11,11  ,20,605,0467,1,024,0000,F,CONSTRUCAO  REFORMA E AMPL.MATADOURO PUBLICO MUNICIPAL,CONSTRUCAO REFORMA E AMPL.MATADOURO PUBLICO MUNICIPAL,100000
048,201000,11,11  ,23,692,0038,1,025,0000,F,CONSTR. DE MELHORIAS EM TORNO DO CENTRO APICOLA,CONSTR. DE MELHORIAS EM TORNO DO CENTRO APICOLA,50000
048,201000,12,12  ,06,122,0037,2,039,0000,F,MANUTENCAO DA GUARDA CIVIL MUNICIPAL,MANUTENCAO DA GUARDA CIVIL MUNICIPAL,1078000
048,201000,13,13  ,04,122,0037,2,050,0000,F,CONSTRUCAO DE SISTEMA DE DESENVOLVIMENTO URBANO,ELABORACAO DO PLANO SETORIALDE HABITACAO E ATUALIZACAO DO PLANO DIRETOR,60000
048,201000,13,13  ,04,122,0037,2,051,0000,F,EXECUCAO DE POLITICAS PUBLICAS PARTICIPA TIVAS,"EXECUCAO DE PREGRAMAS DE POLITICAS PUBLICAS PARTICIPATIVAS,VOLTADAS PARA O COLETIVO ATRAVES DE CONFERENCIAS.",122000
048,201000,13,13  ,04,131,0037,2,040,0000,F,MANUTENCAO DAS ATIVIDADES ADMINISTRATIV DA SECRETARIA DE RELACOES INSTITUCIONAIS,ASSESSORIA DE COMUNICACAO SOCIAL DE CRATEUS,151000
048,201000,14,14  ,23,695,0536,2,041,0000,F,INCENTIVO AO TURISMO MUNICIPAL,INCENTIVO AO TURISMO MUNICIPAL,60000
048,201000,14,14  ,27,122,0037,2,042,0000,F,MANUTENCAO DA SECRETARIA DE DESPORTO E TURISMO,MANUTENCAO DA SECRETARIA DE DESPORTO E TURISMO,213000
048,201000,14,14  ,27,812,0611,1,026,0000,F,RESTAURACAO E EXPANSAO DO ESTADIO JUVENAL MELO,RESTAURACAO E EXPANSAO DO ESTADIO JUVENAL MELO,100000
048,201000,14,14  ,27,812,0616,1,027,0000,F,CONSTRUCAO E AMPLIACAO DE QUADRAS POLIESPORTIVAS,CONSTRUCAO E AMPLIACAO DE QUADRAS POLIESPORTIVAS,100000
048,201000,14,14  ,27,812,0616,2,043,0000,F,INCENTIVO AO DESPORTO NO AMBITO DO MUNICIPIO,INCENTIVO AO DESPORTO COMOUM TODO,341000
048,201000,14,14  ,27,812,0616,2,049,0000,F,"REALIZACAO DO CAMPEONATO CRATEUENSE DE FUTEBOL,ATRAVES DA LIGA ESPORTIVA","REPASSE DE RECURSOS PARA A LIGA ESPORTIVA,DESTINADO A REALIZACAO DO CAMPEONATO CRATEUENSE DE FUTEBOL",100000
048,201000,15,15  ,12,361,0231,2,044,0000,F,MANUTENCAO DAS ATIVIDADES DOESNINO  BASI CO FUNDAMENTAL - FUNDEB - 40 P/CENTO,MANUTENCAO DAS ATIVIDADES DO ENSINO BASICO FUNDAMENTO A CARGO DO FUNDEB 40 POR CENTO,5700000
048,201000,15,15  ,12,361,0231,2,045,0000,F,MANUTENCAO DAS ATIVIDADES DO ENSINO BASI CO FUNDAMENTAL 60 P/CENTO,MANUTENCAO DAS ATIVIDADES DO ENSINO BASICO A CARGO DO FUNDEB 60 P/CENTO,7600000
048,201000,15,15  ,12,361,0232,1,028,0000,F,EXPANSAO DE VAGAS PARA O ENSINO BASICO FUNDAMENTAL A CARGO DO FUNDEB,"CONSTRUCAO,REVITALIZACAO E REFORMA DE PREDIOS DO ENSINO FUNDAMENTAL A CARGO DO FUNDEB",330000
