codigo_municipio,exercicio_orcamento,codigo_orgao,codigo_unidade,codigo_funcao,codigo_subfuncao,codigo_programa,codigo_projeto_atividade,numero_projeto_atividade,numero_subprojeto_atividade,codigo_tipo_orcamento,nome_projeto_atividade,descricao_projeto_atividade,valor_total_fixado_projeto_atividade
048,201300,01,01  ,01,031,0001,2,001,0000,F,Manutencao do Poder Legislativo Municipal,MANUTENCAO DO PODER LEGISLATIVO MUNICIPAL,3065000.0
048,201300,02,02  ,04,122,0037,2,002,0000,F,Custeio das Atividades do Gabinete do Prefeito,CUSTEIO DAS ATIVIDADES DO GABINETE DO PREFEITO,1100000.0
048,201300,02,02  ,06,182,0107,2,069,0000,F,Manutencao da Coordenacao Municipal da Defesa Civil,Manutencao da Coordenacao Municipal da Defesa Civil,42537.51
048,201300,03,03  ,04,122,0037,2,004,0000,F,Manutencao do Gabinete do Vice-Prefeito,MANUTENCAO DO GABINETE DO VICE-PREFEITO,30200.0
048,201300,04,04  ,04,122,0037,2,005,0000,F,Manutencao da Procuradoria Municipal,MANUTENCAO DA PROCURADORIA MUNICIPAL,516000.0
048,201300,04,04  ,04,124,0042,2,067,0000,F,Manutencao das Atividades Gerais da Controladoria do Municipio,Manutencao das Atividades Gerais da Controladoria do Municipio,197551.54
048,201300,05,05  ,04,122,0037,2,006,0000,F,Custeio Administrativo da Secretaria,CUSTEIO ADMINISTRATIVO DA SECRETARIA,1000000.0
048,201300,06,06  ,04,122,0037,2,063,0000,F,Custeio do Departamento de Gestao Administrativa,Custear as acoes do Departamento de Gestao Administrativa,915110.94
048,201300,06,06  ,04,123,0037,2,007,0000,F,Custeio Administrativo da Secretaria,CUSTEIO ADMINISTRATIVO DA SECRETARIA,2490000.0
048,201300,06,06  ,28,843,0962,2,008,0000,F,Amortizacao da Divida Interna,AMORTIZACAO DA DIVIDA INTERNA,1410000.0
048,201300,06,06  ,99,999,0999,9,001,0000,F,Reserva de Contingencia,RESERVA DE CONTINGENCIA,1000000.0
048,201300,07,07  ,08,122,0037,2,009,0000,S,Manutencao do Fundo Municipal de Assistencia Social,MANUTENCAO DO FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL,1920000.0
048,201300,07,07  ,08,241,0121,2,010,0000,S,Manutencao do Conselho Municipal dos Direitos do Idoso - Cmdi,MANUTENCAO DAS ATIVIDADES LIGADA AO IDOSO,22000.0
048,201300,07,07  ,08,244,0137,1,002,0000,S,Construcao de Unidades de Internacao Restritiva e Provisoria,CONSTRUCAO DE UNIDADES DE INTERNACAO RESTRITIVA E PROVISORIA,50000.0
048,201300,07,07  ,08,244,0137,1,004,0000,S,Construcao de Centro de Ref. Assist. Social - Cras,CONSTRUCAO DE CENTRO DE REF. ASSIST. SOCIAL - CRAS,50000.0
048,201300,07,07  ,08,244,0137,1,033,0000,S,Construcao do Centro de Referencia Espec ializado da Assistencia Social - CREAS,"Contrucao do Centro de Referencia Especializado da Assistencia Social - CREAS, no Municipio de Crateus.",253000.0
048,201300,07,07  ,08,244,0137,1,034,0000,S,Implantacao do Banco de Alimentos,"Implantacao do Banco de Alimentos do Municipio de Crateus, por meio de elaboracao de Projeto Executivo, Construcao de edificacoes e aquisicao de equipamentos e utensilios.",474900.0
048,201300,07,07  ,08,244,0137,1,035,0000,S,Modernizacao da Cozinha Comunitaria,"Modernizacao da Cozinha Comunitaria do Municipio de Crateus, por meio de elaboracao de Projeto Executivo, Construcao de edificacoes e aquisicao de equipamentos e utensilios.",109982.0
048,201300,07,07  ,08,244,0137,2,014,0000,S,Manutencao do Conselho Municipal de Assistencia Social - Cmas,MANUTENCAO DAS ATIVIDADES DO CMAS.,4000.0
048,201300,07,07  ,08,244,0137,2,015,0000,S,Apoio as Acoes Complementares/Gestao do Bolsa Familia,APOIO AS ACOES COMPLEMENTARES/GESTAO DO BOLSA FAMILIA,150000.0
048,201300,07,07  ,08,244,0137,2,017,0000,S,Operacionalizacao  da Cozinha Comunitaria,APOIO A INSTALACAO DE COZINHA COMUNITARIA,115000.0
