codigo_municipio,exercicio_orcamento,codigo_orgao,codigo_unidade,codigo_funcao,codigo_subfuncao,codigo_programa,codigo_projeto_atividade,numero_projeto_atividade,numero_subprojeto_atividade,codigo_tipo_orcamento,nome_projeto_atividade,descricao_projeto_atividade,valor_total_fixado_projeto_atividade
048,202100,01,01  ,01,031,0001,2,001,0000,F,MANUTENCAO DO PODER LEGISLATIVO MUNICIPAL,MANUTENCAO DO PODER LEGISLATIVO MUNICIPAL,4842500.0
048,202100,01,01  ,01,031,0002,2,003,0000,F,REALIZACAO DE CONCURSO PUBLICO,REALIZACAO DE CONCURSO PUBLICO,45000.0
048,202100,02,02  ,04,122,0037,2,002,0000,F,MANUTENCAO DAS ATIVIDADES GERAIS DO GABINETE DO PREFEITO E VICE PREFEITO,MANUTENCAO DAS ATIVIDADES GERAIS DO GABINETE DO PREFEITO E VICE PREFEITO,1842000.0
048,202100,03,03  ,04,122,0037,2,127,0000,F,MANUTENCAO DAS ATIVIDADES GERAIS DE COMUNICACAO SOCIAL,MANUTENCAO DAS ATIVIDADES GERAIS DE COMUNICACAO SOCIAL,146000.0
048,202100,04,04  ,04,122,0037,2,004,0000,F,MANUTENCAO DAS ATIVIDADES DA PROCURADORIA MUNICIPAL,MANUTENCAO DAS ATIVIDADES DA PROCURADORIA MUNICIPAL,810000.0
048,202100,07,07  ,04,122,0037,2,125,0000,S,MANUTENCAO DAS ATIVIDADES GERAIS DO FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL,MANUTENCAO DAS ATIVIDADES GERAIS DO FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL,525000.0
048,202100,07,07  ,08,241,0121,1,048,0000,S,CONSTRUCAO\REFORMA\AMPLIACAO DO CENTRO DE CONVIVENCIA DO IDOSO,CONSTRUCAO\REFORMA\AMPLIACAO DO CENTRO DE CONVIVENCIA DO IDOSO,100000.0
048,202100,07,07  ,08,241,0121,2,009,0000,S,PROTECAO SOCIAL BASICA/ASSISTENCIAL AO IDOSO/PROJETO TERCEIRA IDADE CIDADA,PROTECAO SOCIAL BASICA/ASSISTENCIAL AO IDOSO/PROJETO TERCEIRA IDADE CIDADA,58000.0
048,202100,07,07  ,08,241,0121,2,010,0000,S,SERVICO DE CONV E FORTALECIMENTO DE VINCULO AO IDOSO-SCFV/PISO BASICO VARIAVEL,SERVICO DE CONV E FORTALECIMENTO DE VINCULO AO IDOSO-SCFV/PISO BASICO VARIAVEL,125000.0
048,202100,07,07  ,08,243,0131,2,012,0000,S,ACOLHIMENTO PARA CRIANCAS  ADOLESC. ATE 21 ANOS/PISO MEDIA/ALTA COMPLEX. PAC I,ACOLHIMENTO PARA CRIANCAS  ADOLESC. ATE 21 ANOS/PISO MEDIA/ALTA COMPLEX. PAC I,416000.0
048,202100,07,07  ,08,243,0131,2,013,0000,S,SERV CONVIVENCIA E FORTALEC. DE VINCULO P/CRIANCA/ADOLESC DE 15/17 ANOS SCFV/PBV,SERV CONVIVENCIA E FORTALEC. DE VINCULO P/CRIANCA/ADOLESC DE 15/17 ANOS SCFV/PBV,140000.0
048,202100,07,07  ,08,243,0131,2,014,0000,S,SERV. CONV. FORTALEC. DE VINCULO P/CRIANCA E ADOLESC. DE 06/15 ANOS - SCFV/PBV,SERV. CONV. FORTALEC. DE VINCULO P/CRIANCA E ADOLESC. DE 06/15 ANOS - SCFV/PBV,120000.0
048,202100,07,07  ,08,243,0131,2,015,0000,S,SERV. CONVIVENCIA E FORTALEC. DE VINCULOS P/CRIANCAS DE ZERO A 06 ANOS - SCFV/PBV,SERV. CONVIVENCIA E FORTALEC. DE VINCULOS P/CRIANCAS DE ZERO A 6 ANOS - SCFV/PBV,116000.0
048,202100,07,07  ,08,243,0131,2,016,0000,S,REALIZACAO DAS ACOES ESTRATEGICAS DE ERRADIC DO TRABALHO INFANTIL - AEPETI/SUAS,REALIZACAO DAS ACOES ESTRATEGICAS DE ERRADIC DO TRABALHO INFANTIL - AEPETI/SUAS,154000.0
048,202100,07,07  ,08,243,0131,2,110,0000,S,NUCLEO INTERSETORIAL DE APOIO AO CAD. UNICO-GESTAO/ACOMPANHAM CONDICIONAL,NUCLEO INTERSETORIAL DE APOIO AO CAD. UNICO-GESTAO/ACOMPANHAM CONDICIONAL,422000.0
048,202100,07,07  ,08,243,0131,2,111,0000,S,EQUIPAR E MODERNIZAR A REDE DE SERVICOS DE PROTECAO SOCIAL BASICA E ESPECIAL,EQUIPAR E MODERNIZAR A REDE DE SERVICOS DE PROTECAO SOCIAL BASICA E ESPECIAL,50000.0
048,202100,07,07  ,08,243,0131,2,117,0000,S,MANUT. DAS ATIV. DO PROG. PRIMEIRA INFANC. CRIANCA FELIZ - SUAS,MANUT. DAS ATIV. DO PROG. PRIMEIRA INFANC. CRIANCA FELIZ - SUAS,383000.0
048,202100,07,07  ,08,243,0132,2,017,0000,S,SERVICO DE CONVIVENCIA E FORTALECIMENTO DE VINCULO - SCFV/PBV,SERVICO DE CONVIVENCIA E FORTALECIMENTO DE VINCULO - SCFV/PBV,95000.0
048,202100,07,07  ,08,244,0126,2,018,0000,S,MANUTENCAO DO CONSELHO MUNIC. DOS DIREITOS DA PESSOA COM DEFICIENCIA,MANUTENCAO DO CONSELHO MUNIC. DOS DIREITOS DA PESSOA COM DEFICIENCIA,20000.0
048,202100,07,07  ,08,244,0137,1,001,0000,S,CONSTRUCAO\REFORMA\AMPLIACAO DE CENTRO DE REFERENCIA ASSISTENCIA SOCIAL - CRAS,CONSTRUCAO\REFORMA\AMPLIACAO DE CENTRO DE REFERENCIA ASSISTENCIA SOCIAL - CRAS,150000.0
048,202100,07,07  ,08,244,0137,1,002,0000,S,CONSTRUCAO\REFORMA\AMPLIACAO DO CENTRO DE REFERENCIA ESPECIALIZADO DA ASSISTENCIA SOCIAL - CREAS,CONSTRUCAO\REFORMA\AMPLIACAO DO CENTRO DE REFERENCIA ESPECIALIZADO DA ASSISTENCIA SOCIAL - CREAS,150000.0
048,202100,07,07  ,08,244,0137,1,003,0000,S,CONSTRUCAO\REFORMA\AMPLIACAO DO BANCO DE ALIMENTOS,CONSTRUCAO\REFORMA\AMPLIACAO DO BANCO DE ALIMENTOS,100000.0
048,202100,07,07  ,08,244,0137,1,004,0000,S,CONSTRUCAO\REFORMA\AMPLIACAO DE COZINHA COMUNITARIA,CONSTRUCAO\REFORMA\AMPLIACAO DE COZINHA COMUNITARIA,100000.0
048,202100,07,07  ,08,244,0137,1,049,0000,S,CONSTRUCAO\REFORMA\AMPLIACAO DE UNIDADES DE ASSISTENCIA SOCIAL,CONSTRUCAO\REFORMA\AMPLIACAO  DE UNIDADES DE ASSISTENCIA SOCIAL,150000.0
048,202100,07,07  ,08,244,0137,2,019,0000,S,MANUTENCAO DA COZINHA COMUNITARIA DE CRATEUS,MANUTENCAO DA COZINHA COMUNITARIA DE CRATEUS,131000.0
048,202100,07,07  ,08,244,0137,2,021,0000,S,GESTAO DO PROGRAMA BOLSA FAMILIA IGD/PBF,GESTAO DO PROGRAMA BOLSA FAMILIA IGD/PBF,332000.0
048,202100,07,07  ,08,244,0137,2,022,0000,S,APRIMORAMENTO DA GESTAO DO INDICE DE GESTAO DESCENTRALIZADA DO SUAS/IGDSUAS,APRIMORAMENTO DA GESTAO DO INDICE DE GESTAO DESCENTRALIZADA DO SUAS/IGDSUAS,239000.0
048,202100,07,07  ,08,244,0137,2,023,0000,S,GESTAO DE BENEFICIOS EVENTUAIS-BE,GESTAO DE BENEFICIOS EVENTUAIS-BE,100000.0
048,202100,07,07  ,08,244,0137,2,024,0000,S,MANUTENCAO DO PROGRAMA - ACESSUAS/TRABALHO/PRONATEC,MANUTENCAO DO PROGRAMA - ACESSUAS/TRABALHO/PRONATEC,143000.0
048,202100,07,07  ,08,244,0137,2,025,0000,S,REALIZACAO DE CONFERENCIAS MUNICIPAIS,REALIZACAO DE CONFERENCIAS MUNICIPAIS,65000.0
048,202100,07,07  ,08,244,0137,2,026,0000,S,APOIO A ACOES DO PROGRAMA BPC NA ESCOLA,APOIO A ACOES DO PROGRAMA BPC NA ESCOLA,32000.0
048,202100,07,07  ,08,244,0137,2,028,0000,S,MANUTENCAO DO CRAS / PBF,MANUTENCAO DO CRAS / PBF,886000.0
048,202100,07,07  ,08,244,0137,2,029,0000,S,MANUTENCAO DAS EQUIPES VOLANTES DO CRAS / PBF III,MANUTENCAO DAS EQUIPES VOLANTES DO CRAS / PBF III,178000.0
048,202100,07,07  ,08,244,0137,2,030,0000,S,MANUT. DO CREAS/PAEF/MSE EM MEIO ABERTO (LA E PSC) DEMAIS ACOES DE PSEMC,MANUT. DO CREAS/PAEF/MSE EM MEIO ABERTO (LA E PSC) DEMAIS ACOES DE PSEMC,256000.0
048,202100,07,07  ,08,244,0137,2,112,0000,S,IMPLANTACAO DE EQUIPES FIXAS E VOLANTES DO CRAS NO MUNICIPIO DE CRATEUS,IMPLANTACAO DE EQUIPES FIXAS E VOLANTES DO CRAS NO MUNICIPIO DE CRATEUS,60000.0
048,202100,07,07  ,08,244,0137,2,120,0000,S,MANUTENCAO DAS ATIVIDADES DE OUTROS PROGRAMAS / CONVENIOS VINCULADOS A ASSISTENCIA SOCIAL,MANUTENCAO DAS ATIVIDADES DE OUTROS PROGRAMAS / CONVENIOS VINCULADOS A ASSISTENCIA SOCIAL,148000.0
048,202100,07,07  ,08,244,0137,2,131,0000,S,MANUTENCAO DAS ATIVIDADES PAIF - COVID 19,MANUTENCAO DAS ATIVIDADES PAIF - COVID 19,40000.0
048,202100,07,07  ,08,244,0137,2,132,0000,S,MANUTENCAO DAS ATIVIDADES PAEFI - COVID 19,MANUTENCAO DAS ATIVIDADES PAEFI - COVID 19,40000.0
048,202100,08,08  ,12,361,0231,1,005,0000,F,CONSTRUCAO\REFORMA\AMPLIACAO DE UNIDADES ESCOLARES - ENSINO FUNDAMENTAL,CONSTRUCAO\REFORMA\AMPLIACAO DE UNIDADES ESCOLARES - ENSINO FUNDAMENTAL,400000.0
048,202100,08,08  ,12,361,0231,2,032,0000,F,MANUTENCAO DO TRANSPORTE ESCOLAR,MANUTENCAO DO TRANSPORTE ESCOLAR,890000.0
048,202100,08,08  ,12,361,0231,2,118,0000,F,MANUTENCAO DAS ATIVIDADES DE OUTROS PROGRAMAS / CONVENIOS VINCULADOS A EDUCACAO,MANUTENCAO DAS ATIVIDADES DE OUTROS PROGRAMAS / CONVENIOS VINCULADOS A EDUCACAO,310000.0
048,202100,08,08  ,12,362,0241,2,033,0000,F,MANUTENCAO DO TRANSPORTE ESCOLAR - ENSINO MEDIO,MANUTENCAO DO TRANSPORTE ESCOLAR - ENSINO MEDIO,1060000.0
048,202100,08,08  ,12,365,0271,1,006,0000,F,CONSTRUCAO\REFORMA\AMPLIACAO DE UNIDADES ESCOLARES - ENSINO INFANTIL,CONSTRUCAO\REFORMA\AMPLIACAO DE UNIDADES ESCOLARES - ENSINO INFANTIL,400000.0
048,202100,08,08  ,12,366,0281,2,078,0000,F,PROGRAMA BRASIL ALFABETIZADO,PROGRAMA BRASIL ALFABETIZADO,50000.0
048,202100,08,08  ,12,368,0037,2,008,0000,F,MANUTENCAO DO SALARIO EDUCACAO,MANUTENCAO DO SALARIO EDUCACAO,2000000.0
048,202100,08,08  ,12,368,0037,2,034,0000,F,MANUTENCAO DAS ATIVIDADES GERAIS DO FUNDO MUNICIPAL DE EDUCACAO,MANUTENCAO DAS ATIVIDADES GERAIS DO FUNDO MUNICIPAL DE EDUCACAO,1835000.0
048,202100,08,08  ,12,368,0196,2,035,0000,F,PROGRAMA NACIONAL DE ALIMENTACAO ESCOLAR - PNAE,PROGRAMA NACIONAL DE ALIMENTACAO ESCOLAR - PNAE,2200000.0
048,202100,08,08  ,27,812,0616,1,011,0000,F,CONSTRUCAO\REFORMA\AMPLIACAO DE UNIDADES ESPORTIVAS,CONSTRUCAO\REFORMA\AMPLIACAO DE UNIDADES ESPORTIVAS,100000.0
048,202100,09,09  ,10,122,0037,2,102,0000,S,MANUTENCAO DAS ATIVIDADES DO CONSELHO MUNICIPAL DE SAUDE,MANUTENCAO DAS ATIVIDADES DO CONSELHO MUNICIPAL DE SAUDE,85000.0
048,202100,09,09  ,10,122,0037,2,124,0000,F,MANUTENCAO DAS ATIVIDADES GERAIS DO FUNDO MUNICIPAL DE SAUDE,MANUTENCAO DAS ATIVIDADES GERAIS DO FUNDO MUNICIPAL DE SAUDE,350000.0
048,202100,09,09  ,10,301,0171,2,037,0000,S,TRANSFERENCIA DE RECURSOS PARA SOCIEDADE BENEFICENTE SAO CAMILO,TRANSFERENCIA DE RECURSOS PARA SOCIEDADE BENEFICENTE SAO CAMILO,10080000.0
048,202100,09,09  ,10,301,0171,2,038,0000,S,FUNCIONAMENTO DO PROGRAMA DE SAUDE DA ATENCAO BASICA - PROG. SAUDE DA FAMILIA,FUNCIONAMENTO DO PROGRAMA DE SAUDE DA ATENCAO BASICA - PROG. SAUDE DA FAMILIA,9584000.0
048,202100,09,09  ,10,301,0171,2,039,0000,S,MANUTENCAO DAS ATIVIDADES DE ATENCAO BASICA - PROG. AGENTES COMUNIT DE SAUDE,MANUTENCAO DAS ATIVIDADES DE ATENCAO BASICA - PROG. AGENTES COMUNIT DE SAUDE,1170000.0
048,202100,09,09  ,10,301,0171,2,040,0000,S,MANUTENCAO DOS CENTROS DE ATENCAO PSICOSOCIAL,MANUTENCAO DOS CENTROS DE ATENCAO PSICOSOCIAL,630000.0
048,202100,09,09  ,10,301,0171,2,041,0000,S,CONSORCIO PUBLICOS DE SAUDE DA MICROREGIAO DE CRATEUS,CONSORCIO PUBLICOS DE SAUDE DA MICROREGIAO DE CRATEUS,1000000.0
048,202100,09,09  ,10,301,0171,2,042,0000,S,PROGRAMA DE ATENCAO BASICA - SAUDE BUCAL,PROGRAMA DE ATENCAO BASICA - SAUDE BUCAL,83000.0
048,202100,09,09  ,10,301,0171,2,043,0000,S,ATENCAO BASICA - NUCLEO DE APOIO A SAUDE DA FAMILIA,ATENCAO BASICA - NUCLEO DE APOIO A SAUDE DA FAMILIA,1080000.0
048,202100,09,09  ,10,301,0171,2,103,0000,S,ATENCAO BASICA - ACADEMIA DA SAUDE,ATENCAO BASICA - ACADEMIA DA SAUDE,40000.0
048,202100,09,09  ,10,301,0171,2,119,0000,S,MANUTENCAO DAS ATIVIDADES DE OUTROS PROGRAMAS / CONVENIOS VINCULADOS A SAUDE,MANUTENCAO DAS ATIVIDADES DE OUTROS PROGRAMAS / CONVENIOS VINCULADOS A SAUDE,155000.0
048,202100,09,09  ,10,302,0176,1,007,0000,S,CONSTRUCAO\REFORMA\AMPLIACAO DE UNIDADES DE SAUDE,CONSTRUCAO\REFORMA\AMPLIACAO DE UNIDADES DE SAUDE,1000000.0
048,202100,09,09  ,10,302,0176,2,044,0000,S,MAC-FAEC- REALIZACAO DE CIRURGIAS ELETIVAS,MAC-FAEC- REALIZACAO DE CIRURGIAS ELETIVAS,400000.0
048,202100,09,09  ,10,302,0176,2,045,0000,S,MANUT DAS ATIVIDADES AMBULATORIAL E HOSPITALAR MEDIA E ALTA COMPLEXIDADE,MANUT DAS ATIVIDADES AMBULATORIAL E HOSPITALAR MEDIA E ALTA COMPLEXIDADE,6000000.0
048,202100,09,09  ,10,302,0176,2,047,0000,S,TRANSF. DE RECURSOS PARA A SOCIEDADE SAO CAMILO - RECURSOS MAC,TRANSF. DE RECURSOS PARA A SOCIEDADE SAO CAMILO - RECURSOS MAC,16000000.0
048,202100,09,09  ,10,302,0176,2,048,0000,S,MAC - HOSPITALAR - MANUTENCAO DA UPA,MAC - HOSPITALAR - MANUTENCAO DA UPA,100000.0
048,202100,09,09  ,10,302,0176,2,049,0000,S,MAC - CEO - CENTRO DE ESPECIALIDADES ODONTOLOGICAS,MAC - CEO - CENTRO DE ESPECIALIDADES ODONTOLOGICAS,360000.0
048,202100,09,09  ,10,303,0181,2,050,0000,S,MANUTENCAO DAS ATIVIDADES DE ASSISTENCIA FARMACEUTICAS,MANUTENCAO DAS ATIVIDADES DE ASSISTENCIA FARMACEUTICAS,493000.0
048,202100,09,09  ,10,304,0186,2,051,0000,S,MANUTENCAO DAS ATIVIDADES DE VIGILANCIA SANITARIA,MANUTENCAO DAS ATIVIDADES DE VIGILANCIA SANITARIA,141000.0
048,202100,09,09  ,10,305,0171,2,052,0000,S,MANUTENCAO DAS ATIVIDADES DE VIGILANCIA EM SAUDE/ENDEMIAS,MANUTENCAO DAS ATIVIDADES DE VIGILANCIA EM SAUDE/ENDEMIAS,2180000.0
048,202100,10,10  ,04,122,0037,2,053,0000,F,MANUTENCAO DAS ATIVIDADES GERAIS DA SECRETARIA DE INFRAESTRUTURA,MANUTENCAO DAS ATIVIDADES GERAIS DA SECRETARIA DE INFRAESTRUTURA,9887000.0
048,202100,10,10  ,15,451,0332,1,008,0000,F,CONSTRUCAO\REFORMA\AMPLIACAO DE OBRAS E SERVICOS DE INFRA ESTRUTURA DE AREAS URBANAS,CONSTRUCAO\REFORMA\AMPLIACAO DE OBRAS E SERVICOS DE INFRA ESTRUTURA DE AREAS URBANAS,300000.0
048,202100,10,10  ,15,451,0332,1,009,0000,F,CONSTRUCAO\REFORMA\AMPLIACAO DE PARQUES  PRACAS E JARDINS,CONSTRUCAO\REFORMA\AMPLIACAO DE PARQUES  PRACAS E JARDINS,150000.0
048,202100,10,10  ,15,451,0332,1,010,0000,F,CONSTRUCAO\PAVIMENTACAO\RECUPERACAO DE VIAS RURAIS,CONSTRUCAO\PAVIMENTACAO\RECUPERACAO DE VIAS RURAIS,500000.0
048,202100,10,10  ,15,451,0332,1,012,0000,F,IMPLANTACAO DE UMA USINA DE ASFALTO EM CRATEUS,IMPLANTACAO DE UMA USINA DE ASFALTO EM CRATEUS,300000.0
048,202100,10,10  ,15,451,0340,1,052,0000,F,CONSTRUCAO\REFORMA\AMPLIACAO DE CEMITERIOS PUBLICOS,CONSTRUCAO\REFORMA\AMPLIACAO DE CEMITERIOS PUBLICOS,150000.0
048,202100,10,10  ,15,452,0347,1,014,0000,F,CONSTRUCAO\REFORMA\AMPLIACAO DO TERMINAL RODOVIARIO,CONSTRUCAO\REFORMA\AMPLIACAO DO TERMINAL RODOVIARIO,150000.0
048,202100,10,10  ,16,482,0351,1,015,0000,F,PROGRAMA MORAR MELHOR,PROGRAMA MORAR MELHOR,100000.0
048,202100,10,10  ,17,511,0371,1,016,0000,F,CONSTRUCAO\REFORMA\AMPLIACAO DE CISTERNAS PARA A POPULACAO DE BAIXA RENDA,CONSTRUCAO\REFORMA\AMPLIACAO DE CISTERNAS PARA A POPULACAO DE BAIXA RENDA,250000.0
048,202100,10,10  ,17,511,0371,1,017,0000,F,CONSTRUCAO\REFORMA\AMPLIACAO DE ABASTECIMENTO DE AGUA NO MUNICIPIO,CONSTRUCAO\REFORMA\AMPLIACAO DE ABASTECIMENTO DE AGUA NO MUNICIPIO,250000.0
048,202100,10,10  ,17,512,0340,2,055,0000,F,COLETA E GERENCIAMENTO DE RESIDUOS SOLIDOS,COLETA E GERENCIAMENTO DE RESIDUOS SOLIDOS,1790000.0
048,202100,10,10  ,17,512,0377,1,018,0000,F,CONSTRUCAO\REFORMA\AMPLIACAO DO SISTEMA DE ESGOTAMENTO SANITARIO,CONSTRUCAO\REFORMA\AMPLIACAO DO SISTEMA DE ESGOTAMENTO SANITARIO,400000.0
