codigo_municipio,exercicio_orcamento,codigo_orgao,codigo_unidade,codigo_funcao,codigo_subfuncao,codigo_programa,codigo_projeto_atividade,numero_projeto_atividade,numero_subprojeto_atividade,codigo_elemento_despesa,tipo_fonte,codigo_fonte,valor_atual_categoria_economica,valor_orcado_categoria_economica
048,201200,01,01  ,01,031,0001,2,001,0000,31900300,0,00       ,0,60000
048,201200,02,02  ,04,122,0037,2,002,0000,31900400,0,00       ,0,10000
048,201200,03,03  ,04,122,0037,2,004,0000,31901100,0,00       ,0,10000
048,201200,04,04  ,04,122,0037,2,005,0000,31901100,0,00       ,0,300000
048,201200,05,05  ,04,122,0037,2,006,0000,31900100,0,00       ,0,35000
048,201200,06,06  ,04,123,0037,2,007,0000,31901100,0,00       ,0,700000
048,201200,07,07  ,08,122,0037,2,009,0000,31901100,0,00       ,0,1000000
048,201200,08,08  ,12,361,0231,1,005,0000,33903900,0,00       ,0,50000
048,201200,09,09  ,10,122,0037,2,027,0000,31900400,0,00       ,0,900000
048,201200,10,10  ,04,122,0037,2,036,0000,31901100,0,00       ,0,450000
048,201200,11,11  ,17,544,0412,1,023,0000,44905100,0,00       ,0,100000
048,201200,12,12  ,06,122,0037,2,039,0000,31901100,0,00       ,0,1370000
048,201200,13,13  ,04,131,0037,2,040,0000,31901100,0,00       ,0,170000
048,201200,14,14  ,27,122,0037,2,042,0000,31901100,0,00       ,0,240000
048,201200,15,15  ,12,368,0231,2,044,0000,31900400,0,00       ,0,1000000
048,201200,16,16  ,04,122,0037,2,048,0000,31901100,0,00       ,0,100000
048,201200,17,17  ,13,392,0307,1,008,0000,44905100,0,00       ,0,100000
048,201200,18,18  ,04,124,0042,2,052,0000,31901100,0,00       ,0,180000
048,201200,20,20  ,18,122,0037,2,038,0000,31901100,0,00       ,0,150000
048,201200,21,21  ,08,243,0131,2,012,0000,33903000,0,00       ,0,5000
048,201200,22,22  ,08,244,0137,2,011,0000,33903000,0,00       ,0,5000
048,201200,23,23  ,08,244,0137,1,001,0000,44905100,0,00       ,0,100000
048,201200,24,24  ,08,244,0137,2,019,0000,33903000,0,00       ,0,7000
048,201200,25,25  ,06,182,0107,2,062,0000,31901100,0,00       ,0,10000
