codigo_municipio,exercicio_orcamento,codigo_orgao,codigo_unidade,codigo_funcao,codigo_subfuncao,codigo_programa,codigo_projeto_atividade,numero_projeto_atividade,numero_subprojeto_atividade,codigo_elemento_despesa,tipo_fonte,codigo_fonte,valor_atual_categoria_economica,valor_orcado_categoria_economica
048,201400,01,01  ,01,031,0001,2,001,0000,31900300,0,00       ,0,98000
048,201400,02,02  ,04,122,0037,2,002,0000,31900400,0,00       ,0,5000
048,201400,04,04  ,04,122,0037,2,004,0000,31901100,0,00       ,0,380000
048,201400,06,06  ,04,122,0037,2,006,0000,31900100,0,00       ,0,5000
048,201400,07,07  ,08,122,0037,2,009,0000,31900400,0,00       ,0,25000
048,201400,08,08  ,12,361,0231,1,006,0000,33903900,0,00       ,0,500000
048,201400,09,09  ,10,122,0037,2,036,0000,31900400,0,00       ,0,900000
048,201400,10,10  ,04,122,0037,2,050,0000,31901100,0,00       ,0,800000
048,201400,11,11  ,17,544,0412,1,021,0000,44905100,0,00       ,0,100000
048,201400,15,15  ,12,361,0231,2,053,0000,31900400,0,00       ,0,1100000
048,201400,16,16  ,04,122,0037,2,058,0000,31901100,0,00       ,0,200000
048,201400,17,17  ,13,392,0307,1,026,0000,44905100,0,00       ,0,100000
048,201400,20,20  ,18,122,0037,2,063,0000,31901100,0,00       ,0,400000
048,201400,21,21  ,08,243,0131,2,065,0000,33504100,0,00       ,0,20000
048,201400,22,22  ,08,244,0137,2,068,0000,33903000,0,00       ,0,15000
048,201400,23,23  ,04,122,0037,2,069,0000,33903000,0,00       ,0,20000
048,201400,24,24  ,08,244,0137,2,070,0000,33903000,0,00       ,0,10000
048,201400,26,26  ,23,691,0491,2,071,0000,31901100,0,00       ,0,200000
048,201400,27,27  ,18,541,0401,2,072,0000,33903000,0,00       ,0,10000
